SKILL_20150317_000001	Attack	공격
SKILL_20170313_007779	* เพิ่มความแม่นยำและการหลบหลีกขึ้น 6% ต่อเลเวล Attribute เมื่อไม่ใช้ Dagger หรือ Shield{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 8	* 보조무기를 끼지 않았거나, 보조무기가 단검 및 방패가 아닌{nl}    대상에게는 명중과 회피가 특성 레벨당 6% 증가{nl}* SP 소모 8증가
SKILL_20170313_007780	* ค่าเฉลี่ยนของ INT และ CON จะถูกนำไปใช้ทั้งคู่เมื่อใช้สกิล [Transpose]	* [트랜스포스] 사용 시 지능과 체력이 서로 바뀌지 않고{nl}    지능과 체력의 평균값이 각각 적용
SKILL_20170313_007781	* เปลี่ยนอุปกรณ์ฝ่ายเราไปให้อุปกรณ์ศัตรูเมื่อใช้สกิล [Reversi]{nl}* ใช้งานได้เมื่อศัตรูอยู่ในระยะใกล้	* [리버시] 사용 시 아군 장판을 적군 것으로 변경{nl}* 주변에 적이 있어야 발동
SKILL_20170313_007782	* เพิ่มค่าความเสียหายสกิล [Prominence] 1% ต่อเลเวล attribute	* 적에게 입히는 [홍염]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007783	* เสริมค่าความเสียหายสกิล [Prominence] ให้ Elementalist Circle 2	* [홍염] 대미지가 엘리멘탈리스트 2서클 수준으로 강화
SKILL_20170313_007784	* เสริมค่าความเสียหายสกิล [Prominence] ให้ Elementalist Circle 3	* [홍염] 대미지가 엘리멘탈리스트 3서클 수준으로 강화
SKILL_20170313_007785	* เพิ่มค่าความเสียหายสกิล [Hail] 1% ต่อเลเวล attribute	* 적에게 입히는 [헤일]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007786	* เสริมค่าความเสียหายสกิล [Hail] ให้ Elementalist Circle 2	* [헤일] 대미지가 엘리멘탈리스트 2서클 수준으로 강화
SKILL_20170313_007787	* เสริมค่าความเสียหายสกิล [Hail] ให้ Elementalist Circle 3	* [헤일] 대미지가 엘리멘탈리스트 3서클 수준으로 강화
SKILL_20170313_007788	* เพิ่มค่าความเสียหายสกิล [Electrocute] 1% ต่อเลเวล attribute	* 적에게 입히는 [일렉트로큐트]의 대미지가 특성 레벨당{nl}    1% 증가
SKILL_20170313_007789	* เสริมค่าความเสียหายสกิล [Electrocute] ให้ Elementalist Circle 2	* [일렉트로큐트] 대미지가 엘리멘탈리스트 2서클 수준으로 강화
SKILL_20170313_007790	* เสริมค่าความเสียหายสกิล [Electrocute] ให้ Elementalist Circle 3	* [일렉트로큐트] 대미지가 엘리멘탈리스트 3서클 수준으로 강화
SKILL_20170313_007791	* เพิ่มค่าความเสียหายสกิล [Meteor] 1% ต่อเลเวล attribute	* 적에게 입히는 [메테오]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007792	* เสริมค่าความเสียหายสกิล [Meteor] ให้ Elementalist Circle 3	* [메테오] 대미지가 엘리멘탈리스트 3서클 수준으로 강화
SKILL_20170313_007793	*ทำความเสียหายเพิ่มเติมเท่ากับ 50% ของการโจมตีเวทย์ต่อเลเวล Attribute เมื่อใช้สกิล [Electrocute] ใส่ศัตรูที่ถูกแช่แข็ง{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 10	* 스킬 [일렉트로큐트]를 [결빙]된 적에게 사용 시, 특성 레벨당{nl}    마법 공격력의 50% 만큼 추가 피해{nl}* SP 소모 10증가
SKILL_20170313_007794	* เพิ่มจำนวนเป้าหมายที่สามารถติดสถานะ [Petrify] กับ [Stone Curse] ขึ้นต่อเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 10	* 스킬 [스톤 커스]로 [석화]를 걸 수 있는 수가{nl}    특성 레벨만큼 증가{nl}* SP 소모 10증가
SKILL_20170313_007795	* ลูกไฟของสกิล [Prominence] จะสุ่มเคลื่อนที่ในวงที่แคบลง{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 5	* 스킬 [홍염]의 프로미넌스가 좀 더 좁은 범위 안에서 배회{nl}* SP 소모 5증가
SKILL_20170313_007796	* ศัตรูที่ถูกสกิล [Hail] มีโอกาส 5% ต่อเลเวล Attribute ที่จะติดสถานะ [Freeze] เป็นเวลา 5 วินาที{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 10{nl}* เพิ่มระยะเวลา cooldown 5 วินาที	* 스킬 [헤일]에 적이 피격될 때마다 특성 레벨당 5% 확률로{nl}    5초 동안 [결빙] 디버프{nl}* SP 소모 10증가{nl}* 재사용 대기시간 5초 증가
SKILL_20170313_007797	* ค่าหลบหลีกเพิ่มขึ้น 10% ต่อเลเวล attribute ขณะที่ชาร์ต [Meteor]{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 10	* 스킬 [메테오] 챠지 중 회피가 특성 레벨당 10% 증가{nl}* SP 소모 10증가
SKILL_20170313_007798	* เพิ่มพลังให้แก่ธาตุไฟ, น้ำแข็ง และสายฟ้า จำนวน 5 หน่วย{nl}* จาก เลเวล 2, จะเพิ่ม 5 หน่วยต่อเลเวล attribute	* 자신의 불, 얼음, 전기속성 저항이 5 증가{nl}* 2레벨 부터 특성 레벨당 1씩 증가
SKILL_20170313_007799	* เมื่อกำจัดศัตรูได้ด้วยธาตุไฟ มีโอกาส 30% จะเกิดการระเบิดสร้างความเสียหายเป็นวงกว้าง สร้างความเสียหาย 80% ให้ศัตรูใกล้เคียง	* 적을 불 속성 공격으로 마무리 하면 30% 확률로 폭발이 일어나{nl}    근처 적들에게 대미지의 80%만큼 대미지
SKILL_20170313_007800	* เมื่อกำจัดศัตรูได้ด้วยธาตุน้ำแข็ง มีโอกาศ 50% ที่จะทำให้ศัตรูข้างเคียงติดสถานะ slow เป็นเวลา 6 วินาที	* 적을 얼음 속성 공격으로 마무리 하면 50% 확률로{nl}    근처 적들은 6초 동안 [둔화] 디버프
SKILL_20170313_007801	* มีโอกาศที่สกิล [Rain]จะเพิ่มระยะเวลาเป็น 2 เท่า{nl}* เพิ่มโอกาศ 5% ต่อเลเวล attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 10	* 일정 확률로 [레인]의 지속시간이 2배로 적용{nl}* 확률은 특성 레벨당 5% 증가{nl}* SP 소모 10증가
SKILL_20170313_007802	* เพิ่มค่าความเสียหายสกิล [Frost Cloud] 1% ต่อเลเวล attribute	* 적에게 입히는 [프로스트 클라우드]의 대미지가 특성 레벨당{nl}    1% 증가
SKILL_20170313_007803	* เพิ่มค่าความเสียหายสกิล [Freezing Sphere] 1% ต่อเลเวล attribute	* 적에게 입히는 [프리징 스피어]의 대미지가 특성 레벨당{nl}    1% 증가
SKILL_20170313_007804	Meteor: Quick Charging	메테오: 퀵 차징
SKILL_20170313_007805	* ลดเวลาการร่ายสกิล [Meteor] เหลือเพียงครึ่งเดียว{nl}* เพิ่มระยะเวลา cooldown 10 วินาที	* 스킬 [메테오]의 차징 시간이 절반으로 감소{nl}* 재사용 대기시간 10초 증가 
SKILL_20170313_007806	* เพิ่มค่าความเสียหายสกิล [Summon Familiar] 1% ต่อเลเวล attribute	* 적에게 입히는 [사역마 소환]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007807	* มีโอกาศ 1% ต่อเลเวล Attribute ที่เมื่อใช้สกิล [Summon Familiar] แล้วจะเกิดการระเบิดตัวเองทำความเสียหายให้กับศัตรูที่อยู่ใกล้{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 10	* 스킬 [사역마 소환]의 사역마가 자폭할 때 특성 레벨당{nl}    1% 확률로 주변 적에게도 같은 피해를 줌{nl}* SP 소모 10증가
SKILL_20170313_007808	* เพิ่มการฟื้นฟู SP ของตัวละคร 1 หน่วยต่อเลเวล Attribute	* 캐릭터의 SP 회복력이 특성 레벨당 1씩 증가
SKILL_20170313_007809	* ลดระยะเวลา cooldown ของสกิล [Attack Ground] 2 วินาที	* 스킬 [어택 그라운드]의 재사용 대기시간이 2초 감소
SKILL_20170313_007810	* ลดระยะเวลา cooldown ของสกิล [Hold] 2 วินาที	* 스킬 [홀드]의 재사용 대기시간이 2초 감소
SKILL_20170313_007811	* มีโอกาสที่ศัตรูจะติดสถานะ [Burn] เมื่อถูกโจมตีด้วย Salamion{nl}* โอกาศจะเพิ่มขึ้น 2% ต่อเลเวล Attribute{nl}*จำนวนการใช้งาน SP เพิ่มขึ้น 20	* 적이 살라미온에게 공격 당했을 때 일정 확률로 10초 동안{nl}    [화염] 디버프{nl}* 확률은 특성 레벨당 2% 증가{nl}* SP 소모 20증가
SKILL_20170313_007812	* มีโอกาสที่ศัตรูจะติดสถานะ [Blind] เมื่อถูกโจมตีด้วย Salamion{nl}* โอกาศจะเพิ่มขึ้น 2% ต่อเลเวล Attribute{nl}*จำนวนการใช้งาน SP เพิ่มขึ้น 20	* 적이 살라미온에게 공격 당했을 때 일정 확률로 10초 동안{nl}    [암흑] 디버프{nl}* 확률은 특성 레벨당 2% 증가{nl}* SP 소모 20증가
SKILL_20170313_007813	* เพิ่มค่าความเสียหายสกิล [Evocation] 1% ต่อเลเวล attribute	* 적에게 입히는 [이보케이션]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007814	* Servant ที่ถูกซัมม่อนออกมาให้บัฟที่มีประโยชน์ในอัตราที่สูงขึ้น{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 12	* 서번트의 이로운 효과를 부여하는 속도 증가{nl}* SP 소모 12증가
SKILL_20170313_007815	* เพิ่มค่าความเสียหายสกิล [Desmodus] 1% ต่อเลเวล attribute	* 적에게 입히는 [데스모두스]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007816	Riding: Increase Stats	탑승: 능력치 증가
SKILL_20170313_007817	* เพิ่มพลังโจมตีกายภาพและเวทย์ตามสัดส่วนของพลังโจมตีเวทย์ของตัวละคร 1% ต่อเลเวล Attribute เมื่ออยู่ในการใช้ [Riding]	* [탑승] 시 소서러의 마법 공격력에 비례해서 증가하는{nl}    물리 공격력과 마법 공격력이 특성 레벨당 1% 증가
SKILL_20170313_007818	* เพิ่มเอฟเฟคอัตราคริติคอลด้วยสกิล [Quicken]  5% และลดการหลบหลีก 2% ต่อ Attribute เลเวล{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 5	* 스킬 [퀴큰] 효과에 치명타 발생이 특성 레벨당 5% 증가하고{nl}    회피가 특성 레벨당 2% 감소{nl}* SP 소모 5증가
SKILL_20170313_007819	* ศัตรูที่ติด [Slow] จะมีค่าการต้านทานคริติคอลลดลงเท่ากับ 15% ของ INT ผู้ร่ายเวทย์{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 10	* 스킬 [슬로우]에 걸린 적의 치명타 저항이 캐릭터(시전자){nl}    지능의 15%만큼 감소{nl}* SP 소모 10증가
SKILL_20170313_007820	* เมื่อศัตรูติดสถานะ [Reincarnate] ตายและฟื้นขึ้นมา,ศัตรู 2 ตัวจะปรากฏตัวขึ้นในอัตรา 1% ต่อเลเวล Attribute level{nl}* เพิ่มระยะเวลา cooldown 30 วินาที	* 스킬 [환생]에 걸린적이 죽고 살아날때 특성 레벨당 1% 확률로{nl}    두마리가 살아남{nl}* 재사용 대기시간 30초 증가
SKILL_20170313_007821	* สกิล [Stop] สามารถหยุดมอนเสตอร์ระดับบอสได้ครั้งเดียว{nl}*จำนวนการใช้งาน SP เพิ่มขึ้น 10{nl}* เพิ่มระยะเวลา cooldown 50 วินาที	* 스킬 [스톱]이 보스 몬스터도 멈출 수 있게됨{nl}* 한번 걸렸던 보스는 다시 걸리지 않음{nl}* SP 소모 10증가{nl}* 재사용 대기시간 50초 증가
SKILL_20170313_007822	* ศัตรูที่ถูกยั่วด้วยสกิล [Backmasking] จะตกอยู่ในสถาะ [Confusion] เป็นเวลา 6 วินาที{nl}* ถ้าระดับธาตุเป็นเลเวล 2, จะได้เพิ่มเวลา 8 วินาทีสำหรับสถานะ [Confusion]{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 10	* 스킬 [백마스킹] 사용 후 어그로가 끌린 적은 6초 동안{nl}    [혼란] 디버프{nl}* 특성이 2레벨일 경우 [혼란] 지속시간이 8초로 적용{nl}* SP 소모 10증가
SKILL_20170313_007823	* ลดโอกาศการโจมตีที่ไม่มีผลลง 6% ต่อเลเวล Attribute เมื่อศัตรูติดสถานะ [Slow]{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 4	* [슬로우]에 걸린 적이 공격 받을 때, 그 공격을 무효화 할 확률이{nl}    특성 레벨당 6% 감소{nl}* SP 소모 4증가
SKILL_20170313_007824	* การหลบหลีกเพิ่มขึ้น 20 หน่วยต่อเลเวล Attribute level ในขณะที่ [Haste] เปิดใช้งาน{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 5	* [헤이스트] 활성화 중일 때, 자신의 회피가 특성 레벨당 20 증가{nl}* SP 소모 5증가
SKILL_20170313_007825	* ลดจำนวนการใช้ SP ของ [Stop] เหลือ 40	* 스킬 [스톱]의 소모 SP가 40 감소
SKILL_20170313_007826	* เพิ่มค่าความเสียหายสกิล [Gather Corpse] 1% ต่อเลเวล attribute	* 적에게 입히는 [게더 콥스]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007827	* เพิ่มค่าความเสียหายสกิล [Flesh Cannon] 1% ต่อเลเวล attribute	* 적에게 입히는 [플레쉬 캐논]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007828	* เพิ่มค่าความเสียหายสกิล [Flesh Hoop] 1% ต่อเลเวล attribute	* 적에게 입히는 [플레쉬 후프]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007829	* เมื่อศัตรูถุกโจมตีด้วย [Flesh Cannon] มีโอกาศที่จะทำให้ติดสถานะ Decay เป็นเวลา 15 วินาที{nl}* เพิ่มโอกาศ 10% ต่อเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 18	* 스킬 [플래쉬 캐논]에 피격 된 적은 확률적으로 15초 동안{nl}    [부패] 디버프{nl}* 특성 레벨당 확률이 10%씩 증가{nl}* SP 소모 18증가
SKILL_20170313_007830	* หลังจากใช้ [Flesh Hoop]ลดการโจมตีมอนเสตอร์ที่อยู่ใกล้วงแหวนเป็นเวลา 4 วินาที{nl}* [Attack Weakened] สามารถซ้อนทับได้สูงสุด 10 ครั้ง{nl}* เพิ่มระยะเวลา cooldown 12 วินาที	* [플래쉬 후프] 근처에 접근한 적은 특성 레벨당 4초 동안{nl}    [공격력 약화] 디버프{nl}* [공격력 약화]는 최대 10까지 중첩{nl}* 재사용 대기시간 12초 증가
SKILL_20170313_007831	ศัตรูที่อยู่ใกล้ Shoggothจะติดสถานะ [Decay] เป็นเวลา 15 วินาที{nl}* ใช้เวลาประมาณ 1 นาทีต่อเลเวล Attribute level หลังจากซัมม่อน Shoggoth{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 20	* 쇼고스 근처에 있는 적은 15초 동안 [부패] 디버프{nl}* 이 능력은 쇼고스가 소환 되고서 특성 레벨당 1분 동안 지속{nl}* SP 소모 20증가
SKILL_20170313_007832	* เพิ่มระยะของสกิล [Disinter] 10 หน่วย ต่อเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 18	* [디신터]가 적용되는 범위가 특성 레벨당 10 증가{nl}* SP 소모 18증가
SKILL_20170313_007833	* เพิ่มพลังโจมตีของซัมม่อน Shoggoth 1 หน่วย ต่อเลเวล attribute	* 소환된 쇼고스의 공격력이 특성 레벨당 1 증가
SKILL_20170313_007834	* เพิ่มพลังโจมตีของซัมม่อน Corpse Tower 1 หน่วย ต่อเลเวล attribute	* 소환된 콥스타워의 공격력이 특성 레벨당 1 증가
SKILL_20170313_007835	* เพิ่มพลังโจมตีของซัมม่อน Skeleton Soldier 1% ต่อเลเวล attribute	* 소환된 해골 병사들의 공격력이 특성 레벨당 1% 증가
SKILL_20170313_007836	* เพิ่มโอกาศการขยายขนาดและ HP สูงสุดของซั่มม่อน Shoggoth ขึ้น 1% ต่อเลเวล attribute{nl}* เพิ่มระยะเวลา cooldown 5 วินาที	* 스킬 [쇼고스 만들기] 사용 시 일정 확률로 크기와 최대 HP가{nl}    특성 레벨당 1% 증가된 쇼고스를 소환{nl}* 재사용 대기시간 5초 증가
SKILL_20170313_007837	* เพิ่มค่าความเสียหายสกิล [Flesh Strike] 1% ต่อเลเวล attribute	* 적에게 입히는 [플래쉬 스트라이크]의 대미지가 특성 레벨당{nl}    1% 증가
SKILL_20170313_007838	* เพิ่มพลังโจมตีของ Skull Archers ขึ้น 1% ต่อเลเวล Attribute	* 소환된 해골 아처들의 공격력이 특성 레벨당 1% 증가
SKILL_20170313_007839	* ทำให้ไอเทมอุปกรณ์ที่ศัตรูใส่เสียหายและไม่แสดงผลเมื่ออยู่ในสถานะ Corruption จาก Necromancer	* 네크로맨서 스킬로 인해 [부패] 디버프에 걸렸을 떄{nl}    적이 장착한 장비 아이템을 일시적으로 부패시켜 무력하게 만듬
SKILL_20170313_007840	* สะสมซากศพให้มากขึ้นเมื่อ [Disinter] ใช้งาน{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 18	* 스킬 [디신터] 사용시 현재 위치에 있는 것 보다 좀 더 많은{nl}    사체 수를 수집{nl}* SP 소모 18증가
SKILL_20170313_007841	* เศษชิ้นส่วนจะปลิวว่อนไปทั่วและสร้างความเสียหายเมื่อ Dirty Pole ถูกโจมตีระยะประชิด และติด [Corruption] เป็นเวลา 10 วินาที{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 16	* 더티 폴이 근접 물리 공격을 당하면 주변 적에게 파편 대미지{nl}* 파편에 맞은 적은 대미지를 입고, 15초 동안 [부패] 디버프{nl}* SP 소모 16증가
SKILL_20170313_007842	* ถ้าหาก Shoggoth อยู่ในระยะของ [Flesh Strike], มันจะระเบิดและทำให้ติด [Corruption] และเกิดการระบาดไปยังศัตรูใกล้เคียง เป็นเวลา 5 วินาทีต่อเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 12	* 스킬 [플래쉬 스트라이크] 공격 범위에 쇼고스가 있으면{nl}   쇼고스가 터지면서 주변 적에게 특성 레벨당 5초 동안{nl}    [부패] 디버프{nl}* SP 소모 12증가
SKILL_20170313_007843	* เพิ่ม HP ของ Skull Soldiers ขึ้น 1% ต่อเลเวล Attribute	* 소환된 해골 병사들의 HP가 특성 레벨당 1% 증가
SKILL_20170313_007844	* เพิ่มจำนวนสูงสุดของซากศพของ Necronomicon ขึ้น 100 ต่อเลเวล Attribute	* 네크로노미콘의 최대 사체 보유량이 특성 레벨당 100 증가
SKILL_20170313_007845	* เมื่อ Skull Soldier กำจัดมอนเสตอร์, Necronomicon จะได้รับ 1 ซากศพต่อเลเวล Attribute level{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 10	* 해골 병사가 몬스터 처치 시 네크로노미콘의 사체를{nl}    특성 레벨당 1 수집{nl}* SP 소모 10증가
SKILL_20170313_007846	* เมื่อ Corpse Tower กำจัดมอนเสตอร์, Skeleton Soldier จะถูกซัมม่อนขึ้น{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 20	* 콥스타워가 몬스터 처치 시 그 자리에 해골병사 소환{nl}* SP 소모 20증가
SKILL_20170313_007847	* เพิ่มค่าความเสียหายสกิล [Combustion] 1% ต่อเลเวล attribute	* 적에게 입히는 [컴버스천]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007848	* ลดระยะเวลา cooldown ของสกิล [Dig] ลง 10 วินาที	* 스킬 [디그]의 재사용 대기시간이 10초 감소
SKILL_20170313_007849	* เพิ่มพลังโจมตีกายภาพและโจมตีเวทย์ของฝ่ายเราที่มีส่วนร่วมกับ [Item Awakening] ในดันเจี้ยนเป้นเวลา 30 นาที{nl}* เพิ่มพลังโจมตี 20% ต่อเลเวล Attribute	* [아이템 어웨이크닝] 던전에 참가한 동료들은 30분 동안{nl}    물리 공격력과 마법 공격력이 증가{nl}* 공격력은 특성 레벨당 20% 증가
SKILL_20170313_007850	* ได้รับคู่มือ 'Block Potion' เพื่อนำมาสร้างด้วยสกิล [Tincturing]	* [팅크쳐링]으로 제작할 수 있는 블럭 증가 포션의 레시피를 획득
SKILL_20170313_007851	* ได้รับคู่มือ 'Critical Attack Potion' เพื่อนำมาสร้างด้วยสกิล [Tincturing]	* [팅크쳐링]으로 제작할 수 있는 치명타 공격력 증가 포션의{nl}    레시피를 획득
SKILL_20170313_007852	* ได้รับคู่มือ 'Magic Amplification Potion' เพื่อนำมาสร้างด้วยสกิล [Tincturing]	* [팅크쳐링]으로 제작할 수 있는 마법 증폭 증가 포션의{nl}    레시피를 획득
SKILL_20170313_007853	* สร้างการระเบิดโดยใช้ 200 silver หากไม่มีอะไรดรอปในบริเวณนั้น	* 주변에 드랍된 아이템이 없을 때, 소지한 200 실버를{nl}    사용해 전방에 폭발 대미지
SKILL_20170313_007854	* เพิ่มค่าความเสียหายสกิล [Alchemistic Missile] 1% ต่อเลเวล attribute	* 적에게 입히는 [알케미스틱 미사일]의 대미지가 특성 레벨당{nl}    1% 증가
SKILL_20170313_007855	* สามารถใช้ [Briquetting]เพื่อเปลี่ยนรูปลักษณ์ของอาวุธหลัก หรือ วัสดุทำอาวุธ	* [브리케팅]시 주 무기 또는 재료 무기의 외형 선택 가능
SKILL_20170313_007856	* ลดจำนวนของมอนเสตอร์ในดันเจี้ยนด้วย [Item Awakening]	* [아이템 어웨이크닝] 던전에서 등장하는 몬스터의 개체수 감소
SKILL_20170313_007857	* เพิ่มค่าความเสียหายของการโจมตีธาตุมืด 1% ต่อเลเวล attribute	* 적에게 입히는 어둠 속성 공격의 대미지가 특성 레벨당{nl}    1% 증가
SKILL_20170313_007858	* เพิ่มค่าความเสียหายสกิล [Pole of Agony] 1% ต่อเลเวล attribute	* 적에게 입히는 [폴 오브 아고니]의 대미지가 특성 레벨당{nl}    1% 증가
SKILL_20170313_007859	* เพิ่มระยะเวลาคงอยู่ของ [Pole of Agony] บนศัตรูอีก 0.8 วินทีต่อเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 8	* 적에게 남아있는 [폴 오브 아고니] 효과 시간이 특성 레벨당{nl}    0.8초 증가{nl}* SP 소모 8증가
SKILL_20170313_007860	* เพิ่มค่าความเสียหายสกิล [Invocation] 1% ต่อเลเวล attribute	* 적에게 입히는 [인보케이션]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007861	* เพิ่มพลังโจมตีธาตุมืด 5% ต่อเลเวล Attribute ของพรรคพวกที่อยู่ใกล้ดวงวิญญาณปีศาจของ [Invocation]{nl}* ใช้เวลาร่ายเวทย์เป็น 2 เท่า	* [인보케이션]으로 생성된 악령 근처에 있는 동료들은{nl}    어둠 속성 공격력이 특성 레벨당 5% 증가{nl}* 악령의 주인인 시전자는 2배의 효과를 받음{nl}* SP 소모 38증가
SKILL_20170313_007862	* สร้างดวงวิญญาณปีศาจด้วย [Dark Theurge] มีโอกาศ 0.4% ต่อเลเวล Attribute ที่จะอยู่ในตำแหน่งของศัตรู{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 30	* [다크 써지]에 피격된 적 위치에 특성 레벨당 0.4% 확률로 악령 생성{nl}* SP 소모 30증가
SKILL_20170313_007863	* เพิ่มค่าความเสียหายสกิล [Dark Theurge] 1% ต่อเลเวล attribute	* 적에게 입히는 [다크 써지]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007864	* ศัตรูที่ถูกสกิล [Dark Theurge] มีโอกาศ 1% ต่อเลเวล Attribute ที่จะติดสถานะ [Blind] เป็นเวลา 10 วินาที{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 26	* 스킬 [다크 써지]에 피격되는 적이 특성 레벨당 1% 확률로{nl}    10초 동안 [암흑] 디버프{nl}* SP 소모 26증가
SKILL_20170313_007865	* เพิ่มค่าความเสียหายสกิล [Mastema] 1% ต่อเลเวล Attribute	* 적에게 입히는 [마스테마]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007866	* ศัตรูที่ถูกสกิล [Mastema] จะถูกลดความก้าวร้าวลง 1% ต่ำเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 15	* 스킬 [마스테마]에 피해 입은 적의 도발 수치가 특성 레벨당{nl}    1% 감소{nl}* SP 소모 15증가
SKILL_20170313_007867	* [Pole of Agony] ที่หลงเหลือแก่ศัตรูไม่ลดลงต่ำกว่าค่าต่ำสุดและคงเดิม{nl}* Number increases with attribute level{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 8	* 적에게 남아있는 [폴 오브 아고니] 효과의 대미지가 일정{nl}    수치 이하로 내려가지 않고 고정됨{nl}* 특성 레벨을 올릴수록 수치가 증가{nl}* SP 소모 8증가
SKILL_20170313_007868	* เพิ่มระยะเวลาของดวงวิญญาณปีศาจที่ซัมม่อนจากสกิล [Invocation] อีก 5 วินาทีต่อเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 13	* [인보케이션]으로 생성된 악령의 지속시간이 특성 레벨당{nl}    5초 증가{nl}* SP 소모 13증가
SKILL_20170313_007869	* [Mastema] สร้างความเสียหายตอเนื่องใส่เป้าหมายและลดค่า STR, INT, SPR, DEX 10% ต่อเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 15	* 스킬 [마스테마]에 피해 입은 적은 지속 대미지를 받고{nl}    지속시간 동안 힘, 지능, 정신, 민첩 스탯이 특성 레벨당{nl}    10% 감소{nl}* SP 소모 15증가
SKILL_20170313_007870	* เพิ่มโอกาศในการซั่มมอนได้ดวงวิญญาณปีศาจระดับสูง 1% ต่อเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 10	* 악령이 만들어질 때 상급 악령이 나올 확률이 특성 레벨당{nl}    1% 증가{nl}* SP 소모 10증가
SKILL_20170313_007871	* เพิ่มการดูดซับ HP อีก 1 ต่อเลเวล Attribute	* [흡혈]로 흡수하는 HP량이 특성 레벨당 1 증가
SKILL_20170313_007872	* เพิ่มการดูดซับ SP อีก 1 ต่อเลเวล Attribute	* [블러드배쓰]로 흡수하는 SP량이 특성 레벨당 1 증가
SKILL_20170313_007873	* เพิ่มค่าความเสียหายสกิล [Blood Bath] 1% ต่อเลเวล Attribute	* 적에게 입히는 [블러드배쓰]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007874	* เพิ่มค่าความเสียหายสกิล [Blood Sucking] 1% ต่อเลเวล Attribute	* 적에게 입히는 [흡혈]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007875	* เพิ่มค่าความเสียหายสกิล [Bone Pointing] 1% ต่อเลเวล Attribute	* 적에게 입히는 [본 포인팅]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007876	* เพิ่มระยะเวลาซัมม่อน [Bone Pointing] อีก 1 วินาทีต่อเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 17	* 스킬 [본 포인팅]의 소환 시간이 특성 레벨당 1초 증가{nl}* SP 소모 17증가
SKILL_20170313_007877	* เพิ่มค่าความเสียหายสกิล [Ngadhundi] 1% ต่อเลเวล Attribute	* 적에게 입히는 [은가둔디]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007878	* ศัตรูที่ติด Hexing โดย [Kurdaitcha] (หรือวิธีอื่น) จะได้รับความเสียหายจากการโจมตีปกเป็นสองเท่าในอัตรา 1% ต่อเลเวล Attribute	* 스킬 [커다이챠](혹은 다른 방법으로) [헥싱]에 걸린 적은{nl}    특성 레벨당 1% 확률로 2배 피해{nl}* 시전자의 공격뿐 아니라 다른 캐릭터의 공격도 해당{nl}* SP 소모 17증가
