ITEM_20150317_000001	Empty_helmet	없음_helmet
ITEM_20161024_012758	Pumpkin Candy	호박사탕
ITEM_20161024_012759	ลูกกวาดประเภทนี้จะพบได้ช่วงฮาโลวีนเท่านั้น เพิ่มสเตตัสทั้งหมด 5 จุด คลิกขวาเพื่อใช้	할로윈 기간에만 볼 수 있는 할로윈 사탕입니다. 사용시 모든 스테이터스를 5 증가시켜줍니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20161024_012760	Halloween Cube	할로윈 큐브
ITEM_20161024_012761	Halloween cube รูปร่างเหมือนหน้าแจ็กโอแลนเทิร์น คลิกขวาเพื่อเปิดและรับสิ่งของด้านใน	잭 오 랜턴 모양을 본뜬 할로윈 큐브입니다. 마우스 오른쪽 버튼 클릭으로 사용하여 내용물을 획득할 수 있습니다.
ITEM_20161031_012762	การ์ดใช้ในการยกระดับการ์ด เพิ่มค่าประสบการณ์ของการ์ดอีก 2000 EXP	카드를 강화할 때 사용하는 강화용 카드입니다. 카드의 경험치를 2000 만큼 상승시킵니다.
ITEM_20161107_012763	กล่องสมบัติ Lottery Silver	대박 실버 상자
ITEM_20161107_012764	Goddess' Blessed Cube	축복받은 여신의 큐브
ITEM_20161107_012765	Goddess' Blessed Cube x10 + 1	축복받은 여신의 큐브 x10 + 1
ITEM_20161107_012766	เหรียญตราสำหรับแลกเปลี่ยน	리사이클 메달
ITEM_20161107_012767	เหรีียญตราที่ใช้แลกไอเทมในร้านค้าแลกเปลี่ยน	리사이클샵에서 사용 가능한 아이템입니다.
ITEM_20161108_012768	Superior Warrior Necklace (7 Days)	슈페리어 워리어 네클리스 (7일)
ITEM_20161108_012769	Superior Magician Necklace (7 Days)	슈페리어 매지션 네클리스 (7일)
ITEM_20161108_012770	Superior Health Band (7 Days)	슈페리어 헬스 밴드(7일)
ITEM_20161108_012771	Superior Psychic Band (7 Days)	슈페리어 사이킥 밴드 (7일)
ITEM_20161108_012772	TestHairAccessory1	테스트헤어장식1
ITEM_20161108_012773	TestHairAccessory2	테스트헤어장식2
ITEM_20161108_012774	TestHairAccessory3	테스트헤어장식3
ITEM_20161108_012775	TestHairAccessory4	테스트헤어장식4
ITEM_20161108_012776	TestHairAccessory5	테스트헤어장식5
ITEM_20161108_012777	TestHairAccessory6	테스트헤어장식6
ITEM_20161108_012778	TestHairAccessory7	테스트헤어장식7
ITEM_20161108_012779	TestHairAccessory8	테스트헤어장식8
ITEM_20161108_012780	TestHairAccessory9	테스트헤어장식9
ITEM_20161108_012781	TestHairAccessory10	테스트헤어장식10
ITEM_20161108_012782	TestHairAccessory11	테스트헤어장식11
ITEM_20161108_012783	TestHairAccessory12	테스트헤어장식12
ITEM_20161108_012784	TestHairAccessory13	테스트헤어장식13
ITEM_20161108_012785	TestHairAccessory14	테스트헤어장식14
ITEM_20161108_012786	TestHairAccessory15	테스트헤어장식15
ITEM_20161108_012787	TestHairAccessory16	테스트헤어장식16
ITEM_20161108_012788	TestHairAccessory17	테스트헤어장식17
ITEM_20161108_012789	TestHairAccessory18	테스트헤어장식18
ITEM_20161108_012790	TestHairAccessory19	테스트헤어장식19
ITEM_20161108_012791	TestHairAccessory20	테스트헤어장식20
ITEM_20161108_012792	Flarestone Horn	플레어스톤 뿔
ITEM_20161108_012793	มันไม่เป็นความจริงที่จะทำให้คุณหัวร้อน	머리가 따뜻해져 오는것은 단지 기분탓입니다.
ITEM_20161108_012794	Flamingo	플라밍고
ITEM_20161108_012795	มันพูดได้เลยว่าเป็นสิ่งที่หายาก	이제는 매우 희귀해졌다는 이야기가 있는데, 이런곳에 있을줄은 몰랐습니다.
ITEM_20161108_012796	Hamster	햄스터
ITEM_20161108_012797	คำเตือน : ระวังมันอาจจะแทะหัวคุณได้	햄스터가 머리를 파먹지 않도록 주의하시기 바랍니다.
ITEM_20161108_012798	TestHairAccessory24	테스트헤어장식24
ITEM_20161108_012799	TestHairAccessory25	테스트헤어장식25
ITEM_20161108_012800	TestHairAccessory26	테스트헤어장식26
ITEM_20161108_012801	TestHairAccessory27	테스트헤어장식27
ITEM_20161108_012802	TestHairAccessory28	테스트헤어장식28
ITEM_20161108_012803	TestHairAccessory29	테스트헤어장식29
ITEM_20161108_012804	Heart Hairpin	하트 머리핀
ITEM_20161108_012805	มันแสดงออกถึงความรักของคุณอย่างชัดเจน	사랑스러움을 표현하는 느낌입니다. 남성이 하면 조금 느낌이 좋지 않습니다.
ITEM_20161108_012806	Queen Hat	퀸체스말 모자
ITEM_20161108_012807	หมวกใบนี้มีลักษณะคล้ายตัวขุนของหมากรุก มองแล้วดูอลังการ	체스의 퀸 형상을 한 모자입니다. 굉장한 볼륨감을 줍니다.
ITEM_20161108_012808	ป้ายเมนูไม้	메뉴 표지판
ITEM_20161108_012809	แท้จริงแล้วมันไม่เหมือนป้ายซะทีเดียว มันเป็นแค่เศษไม้	뒷면에 메뉴가 써있을 것 같지만 평범한 나무입니다.
ITEM_20161108_012810	Paper Ticket	종이 딱지
ITEM_20161108_012811	Rain Cloud	비구름
ITEM_20161108_012812	Pancake	팬케이크
ITEM_20161108_012813	Peach-colored Rose Horn	복숭아빛 장미뿔
ITEM_20161108_012814	เขาสัตว์ที่เงางามแสดงถึงความดุร้ายและสง่างามในเวลาเดียวกัน	동물의 뿔로 마감을 하여, 용맹스러움과 우아함을 한번에 표현하였습니다.
ITEM_20161108_012815	Pirate Hat	해적모자
ITEM_20161108_012816	Purple Flower Headband	보랏빛 플라워 헤어밴드
ITEM_20161108_012817	Queenly Crown	여왕의 왕관
ITEM_20161108_012818	Radishu	라딧슈
ITEM_20161108_012819	Red Flower Headband	붉은빛 플라워 헤어밴드
ITEM_20161108_012820	เป็นหมวกที่ทำจากดอกไม้สีแดงสด	붉은 꽃으로 만들어진 화관입니다.
ITEM_20161108_012821	Sky Blue Ribbon	하늘색 리본
ITEM_20161108_012822	ผมที่ยาวสลวยของหญิงสาวจะดูงดงามมากขึ้นเมื่อติดริบบิ้นเข้าไปด้วย	스트레이프가 들어간 리본입니다. 긴 머리 여성에게 잘 어울릴 것 같습니다.
ITEM_20161108_012823	Winding Key	태엽
ITEM_20161108_012824	Slid-off Glasses	흘러내린 안경
ITEM_20161108_012825	Sun	태양
ITEM_20161108_012826	มันจะร้อนมากถ้าสวมใส่ในหน้าร้อน	여름에 착용하면 매우 더울 것 같습니다.
ITEM_20161108_012827	Sunflower Seed	해바라기 씨앗
ITEM_20161108_012828	ถ้านำเอามาไว้บนหัว มีความเป็นไปได้ว่าดอกทานตะวันอาจจะงอกได้	머리에 심어두면 해바라기가 자랄 것 같습니다.
ITEM_20161108_012829	Salmon Egg Sushi	연어알초밥
ITEM_20161108_012830	ไม่มีสิ่งใดเลิศรสไปกว่าไข่ปลาแซลมอนแล้วล่ะ	군함은 연어알만한게 없습니다. 동의하시는지요.
ITEM_20161108_012831	Egg Sushi	계란초밥
ITEM_20161108_012832	Shrimp Sushi	새우초밥
ITEM_20161108_012833	แล้วแต่รสนิยมของแต่ละคนที่มีความชอบต่างกัน	취향에 따라 다르지만, 최고로 꼽는 이도 있습니다.
ITEM_20161108_012834	Tuna Sushi	참치초밥
ITEM_20161108_012835	ถ้าเลือกดีๆ คุณอาจจะได้รับชิ้นที่เลิศที่สุด	잘 고르면 대뱃살이 나올지도 모릅니다.
ITEM_20161108_012836	Salmon Sushi	연어초밥
ITEM_20161108_012837	ถ้าคุณได้ลิ้มลองแล้วคุณจะไม่สามารถหยุดได้	먹어도 먹어도 물리지 않을 것 같습니다.
ITEM_20161108_012838	Roll	김초밥
ITEM_20161108_012839	มันมีหลากหลายมากเลยแล้วแต่ว่าคุณจะชอบอะไร	내용물에 따라 그 맛이 천차만별. 당신의 맛은 무엇인가요.
ITEM_20161108_012840	Fried Shrimp	새우튀김
ITEM_20161108_012841	กุ้งสดๆทอดใหม่ๆดูน่าอร่อย	갓 튀겨놓은 새우입니다. 어디선가 고소한 냄새가 나는데요?
ITEM_20161108_012842	Salmon Egg Roll	연어알 롤
ITEM_20161108_012843	Salmon Roll	연어 롤
ITEM_20161108_012844	มันจะดีที่สุดถ้ากินทั้งคำ	먹다 남긴 한 도막이 아니기를 바랍니다.
ITEM_20161108_012845	Avocado Roll	아보카도 롤
ITEM_20161108_012846	Octopus Roll	문어초밥
ITEM_20161108_012847	Huge Sweat	난감한 땀방울
ITEM_20161108_012848	มันจะมีประโยชน์มากช่วยให้คุณเอาตัวรอดได้ในสถานการณ์บางอย่างได้	매우 난감한 상황이 도래했을 때 유용하게 쓰입니다. 혹은, 이 상황을 피하고 싶을때도.
ITEM_20161108_012849	Toaster	토스터
ITEM_20161108_012850	เป็นความคิดที่ดี!	번쩍이는 통찰
ITEM_20161108_012851	เกี้ยวกราด!	분노의 상징
ITEM_20161108_012852	Wi-Fi	와이파이
ITEM_20161108_012853	Autumn-colored Rose Horn	가을빛 장미뿔
ITEM_20161108_012854	Fancy Dandy Hat	멋쟁이 모자
ITEM_20161108_012855	Banana Peel	바나나 껍질
ITEM_20161108_012856	แค่สบัดผมบางทีคุณอาจจะรอดจากศัตรูได้	머리를 한번 젖혀주는 행위로도, 따라오는 적을 따돌릴 수 있습니다.
ITEM_20161108_012857	Hipster Glasses	검은테 안경
ITEM_20161108_012858	มันทำให้คุณเหมือนเป็นเด็กเรียนมากขึ้น	마치 공부를 잘 할 수 있을 것 같은 느낌이 듭니다.
ITEM_20161108_012859	Blue Laced Hat	푸른 레이스 햇
ITEM_20161108_012860	Watery Rose Horn	물빛 장미뿔
ITEM_20161108_012861	Buried Carrot	파묻힌 당근
ITEM_20161108_012862	มันเหมือนมีอะไรที่กำลังงอกบนหัวคุณน่ะ?	머리속에 무엇이 자라고 있을까요?
ITEM_20161108_012863	Cloud	구름
ITEM_20161108_012864	บางทีมันก็เหมือนจะเรียกฝนได้	많은 사람들이 이것을 머리위에 띄우고 다닌다면, 곧 비가 내릴지도 모르겠습니다.
ITEM_20161108_012865	Pink Pudding	핑크 푸딩
ITEM_20161108_012866	Black Checker	블랙 체커
ITEM_20161108_012867	มันมีสีเขียวที่เด่นมากและทรงดูเหมือนตัวหมากรุก	의장용으로 쓰일 것 같은 체커입니다. 녹색으로 포인팅 된 부분이 인상적입니다.
ITEM_20161108_012868	Black Gold-laced Butterfly Wings	검은 금장식 나비날개
ITEM_20161108_012869	Boss Bear Hat	두목곰 모자
ITEM_20161108_012870	Red Checker	레드 체커
ITEM_20161108_012871	Golden Rose Horn	금빛 장미뿔
ITEM_20161108_012872	Spartan Helmet	스파르타 투구
ITEM_20161108_012873	Key-Hat	열쇠장식 모자
ITEM_20161108_012874	ฉันไม่รู้กุญแจดอกไหนกันแน่ที่ใช้ได้	어느쪽 열쇠가 맞는 열쇠인지는 잘 모르겠습니다.
ITEM_20161108_012875	Sky Blue Striped Crown	하늘색 줄무늬 왕관
ITEM_20161108_012876	มงกุฏขนาดที่ไม่ใหญ่มาก ตกแต่งด้วยอัญมณีแวววาว	보석이 박힌 호화롭게 생긴 왕관입니다. 조금 사이즈가 큰 느낌이 납니다.
ITEM_20161108_012877	Navy Blue Featherhat	군청 깃털모
ITEM_20161108_012878	ไม่ว่าใครที่ได้สวมใส่แล้วจะทำดูดีมากเมื่ออยู่คู่กับคันธนู	마치 활 잘 쏘는 아저씨를 연상하게 하는 모자입니다.
ITEM_20161108_012879	Sea-themed Headband	바다장식 헤어밴드
ITEM_20161108_012880	Laced Black Hat	레이스장식 블랙 햇
ITEM_20161108_012881	Bison Helmet	들소뿔 투구
ITEM_20161108_012882	Ribboned Marne Hat	리본장식 해군모
ITEM_20161108_012883	เป็นหมวกที่กัปตันเรือใช้สวมใส่ แต่ด้วยริบบิ้นแล้วทำให้ความเกรงขามดูลดลง	해군 제독이 착용할법 한 모자입니다만, 리본장식이 그 위압감을 살짝 내려주어 자연스러운 느낌이 납니다.
ITEM_20161108_012884	Angelic Halo	엔젤 링
ITEM_20161108_012885	คุณยังไม่ตาย มันแค่ทำให้คุณเหมือนนักบุญเฉยๆ	아직 당신이 죽은것은 아닙니다. 다만 선량의 표시지요.
ITEM_20161108_012886	White Key-Hat	흰 열쇠장식 모자
ITEM_20161108_012887	เดาว่ามันต้องมีสักที่ที่ใช้กุญแจนี้ได้	어느쪽 열쇠가 맞는지 잘 맞춰보기 바랍니다.
ITEM_20161108_012888	Sleeping Leopard	잠자는 표범
ITEM_20161108_012889	ระวังอย่าให้มันตื่นล่ะ	누군가가 깨우면, 일어나 도울지도 모르는 일입니다.
ITEM_20161108_012890	Watery Shell Ornament	물빛 조개장식
ITEM_20161108_012891	Reindeer Crown	레인디어 왕관
ITEM_20161108_012892	มงกุฏที่ตกแต่งด้วยเขาควาย ดอกกุหลาบและเขานั้นมันเป็นการสร้างสรรค์ที่ลงตัวทำให้สะดุดตามาก	물소의 뿔로 장식된 왕관입니다. 장미장식이 덧대어져, 화려함을 더욱 보태었습니다.
ITEM_20161108_012893	Red Pudding Crown	레드푸딩 왕관
ITEM_20161108_012894	Slacking Sloth	늘어진 나무늘보
ITEM_20161108_012895	Grey Crown	그레이 크라운
ITEM_20161108_012896	Puppy Balloon	강아지 풍선
ITEM_20161108_012897	Horned Hat	술달린 뿔장식 모자
ITEM_20161108_012898	Umbrella	우산
ITEM_20161108_012899	มีประโยชน์ตอนฝนตก	비가 올 때 매우 유용할 것 같습니다.
ITEM_20161108_012900	Lotus Leaf	연잎
ITEM_20161108_012901	Nabe	나베
ITEM_20161108_012902	พวกเราควรเตรียมพร้อมอาหารไว้เผื่อยามฉุกเฉินเสมอ	머리에 비상식량을 지고 다니는 준비성을 갖추었습니다.
ITEM_20161108_012903	Bowl	밥그릇
ITEM_20161108_012904	หน้ากากที่ตกแต่งด้วยขนนกรอบด้าน เป็นโครงสร้างที่นินจาสร้างขึ้นมา	양쪽에 깃털로 장식이 된 바이저입니다. 어디의 닌자가 떠오르는 구조입니다.
ITEM_20161108_012905	Crocus	크로커스
ITEM_20161108_012906	โครคัส หมายถึง"วัยเยาว์ที่ปราศจากความโศกเศร้า"	크로커스의 꽃말은 "후회없는 청춘" 입니다.
ITEM_20161108_012907	Carve World Tree	테스트헤어장식103
ITEM_20161108_012908	Valorous Ceremonial Hat	용맹의 제복모
ITEM_20161108_012909	คลิกขวาเพื่อสวมใส่ อุปกรณ์นี้ไว้ใช้สำหรับในงานพิธี	제복 컨셉 코스튬과 한 세트가 되는 머리 장식입니다. 오른쪽 클릭으로 장착할 수 있습니다.
ITEM_20161108_012910	Decorated Ceremonial Hat	지략의 제복모 A타입
ITEM_20161108_012911	Tactical Ceremonial Hat	지략의 제복모 B타입
ITEM_20161108_012912	Swift Ceremonial Hat	신속의 제복모
ITEM_20161108_012913	Serving Ceremonial Hat	봉사의 제복모
ITEM_20161108_012914	ใช้สำหรับเสริมอัญมณีเข้าไป เพื่อเพิ่ม EXP ให้ตัวอัญมณี	젬을 강화시킬 때 사용합니다. 젬의 경험치를 대폭 올려줍니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161108_012915	ภายใน 1ชั่วโมงจะเพิ่มความเร็วในการเคลื่อนไหว 2  {nl}คลิกขวาเพื่อใช้ คูลดาวน์ 300 วินาที	1시간 동안 이동속도를 +2 상승시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 300초.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161108_012916	Elixir of HP Recovery	HP 회복의 엘릭서
ITEM_20161108_012917	ฟื้นค่า 50% ของ  HP สูงสุดของคุณ {nl}นอกจากนี้ HP จะฟื้น ทุกๆ 2 วินาทีในช่วงเวลา 15 วินาที คลูดาวน์ 30 วินาที	HP를 50% 즉시 회복시키고 2초 간격으로 11초 동안 HP를 50% 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 30초.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161108_012918	Elixir of SP Recovery	SP 회복의 엘릭서
ITEM_20161108_012919	ฟื้นค่า 50% ของ  SP สูงสุดของคุณ {nl}นอกจากนี้ SP จะฟื้น ทุกๆ 2 วินาทีในช่วงเวลา 15 วินาที คลูดาวน์ 30 วินาที	SP를 50% 즉시 회복시키고 2초 간격으로 11초 동안 SP를 50% 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 30초.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161112_012920	Red Seed	붉은 씨앗(1일)
ITEM_20161112_012921	ภายใน 1ชั่วโมง เพิ่มความเร็ว+2 และ เพิ่ม EXP+25{nl}{nl} สามารถเพาะปลูกได้ในบางพื้นที่เท่านั้น	1시간 동안 이동속도 +2, 경험치 +25% 증가합니다.{nl}{nl} - 특정 장소에서 사용시 작물을 심을 수 있습니다.
ITEM_20161130_012922	เครื่องประดับทรงผมแบบดั้งเดิมของชนเผ่า และเครื่องประดับนี้ได้ถูกสืบทอดมาอย่างยาวนานรุ่นสู่รุ่น{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	어느 부족의 전통 머리 장식입니다. 아주 오래전부터 전래되어 오고 있습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012923	หมวกใบจิ๋วที่ทำให้นึกถึงมงกุฏ {nl} สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	작고 아담한 왕관같은 느낌의 모자입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012924	เป็นเสื้อผ้าแบบดั้งเดิมจากประเทศที่ห่างไกล {nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	어느 나라의 전통 의상의 하나입니다. 가르침을 주는 이들이 사용한다는 이야기가 있습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012925	หมวกที่ตกแต่งง่ายๆด้วยริบบิ้น คลิกขวาเพื่อสวมใส่{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	간단한 리본 장식이 되어있는 모자입니다. 오른쪽 클릭으로 장착할 수 있습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012926	หมวกปีกกว้างที่ตกแต่งด้วยขนนก{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	깃털장식으로 마감이 된, 작은 챙 모자입니다. 귀여운 느낌이 납니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012927	หมวกผ้าไหมสีดำอันหรูหราสวยงามผสมผสานการตกแต่งด้วยดอกกุหลาบ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	검정색 실크로 마감된 고급 모자와 장미가 잘 어울리는 한 세트입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012928	หมวกสองสีของนักพายเรือ ระวังล่ะอย่าจ้องนานเพราะมันจะทำให้คุณคลื่นไส้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	두가지 색으로 구성된 보터입니다. 계속 보고 있으면 어지러워질지도 모릅니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012929	หมวกเบเร่ที่ไว้สวมด้านข้างศรีษะ มันดูเล็กและแลดูมีสไตล์	머리에 비스듬히 얹어 쓰는 베레모입니다. 약간 크기가 작아 단정함과는 살짝 갭이 있는 부분이 포인트입니다.
ITEM_20161130_012930	หมวกดังเดิมของลูกเรือ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	바다 수병들이 사용하던 모자입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012931	เป็นหมวกที่ใช้สวมใส่ไปนอกบ้านของหญิงสาว{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	귀부인들이 나들이용으로 사용할 것 같은 모자입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012932	หมวกของทหารที่เอาไว้ใส่ในกิจกรรมพิเศษ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	장교들이 특정 행사에 사용하는 모자입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012933	มงกุฏโบราณที่มีประวัติไม่ชัดเจนนักในราชอาณาจักร{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	고대 왕관입니다. 어떤 왕국에서 사용되었는지는 알 수 없습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012934	ผ้าคลุมหน้าที่ใช้สำหรับพิธีการสำคัญเมื่อมีอายุที่เหมาะสม{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	제례에 쓰이는 베일의 하나입니다. 주로 성년식에 쓰입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012935	ผ้าคลุมหน้าที่ในอดีตใช้สำหรับพิธีการชำระบาป แต่บัดนี้ได้ถูกลืมเลือนไปแล้ว{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	의식에 쓰이는 베일입니다. 침례등에 사용하는 경우가 있었습니다만, 이제는 잊혀져가는 물건입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012936	หมวกทรงกลมที่ตกแต่งด้วยลวยลาดที่ดูสวยงาม{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	줄무늬가 인상적인 볼러입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012937	Maid Ribbon	메이드 리본 장식
ITEM_20161130_012938	เป็นเครื่องประดับทรงผมที่นิยมมากในพวกเมด โดยเฉพาะสาวเสิร์ฟ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	메이드, 중에서도 특히 유모들이 많이 사용하는 머리장식입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012939	มันไม่จริงที่มันทำให้หัวคุณร้อน{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	머리가 따뜻해져 오는것은 단지 기분탓입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012940	มันอาจจะพูดได้ว่าเป็นของหายาก มันไม่สามารถพบเห็นได้ทั่วไป{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	이제는 매우 희귀해졌다는 이야기가 있는데, 이런곳에 있을줄은 몰랐습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012941	คำเตือน : ระวังมันอาจจะแทะหัวคุณได้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	햄스터가 머리를 파먹지 않도록 주의하시기 바랍니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012942	มันแสดงออกถึงความรักของคุณอย่างชัดเจน{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	사랑스러움을 표현하는 느낌입니다. 남성이 하면 조금 느낌이 좋지 않습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012943	หมวกรูปทรงเหมือนขุนหมากรุก มันดูอลังการมาก{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	체스의 퀸 형상을 한 모자입니다. 굉장한 볼륨감을 줍니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012944	แท้จริงแล้วมันไม่เหมือนป้ายซะทีเดียว มันเป็นแค่เศษไม้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	뒷면에 메뉴가 써있을 것 같지만 평범한 나무입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012945	ชิ้นส่วนแผ่นกระดาษที่ใช้สื่อรัก และมีแต่เทพธิดาเท่านั้นที่รู้ว่าสิ่งที่อยู่บนหัวคุณนั้นมันจะจบลงเช่นไร{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	주로 사랑고백등이 적혀있는 종이 딱지입니다. 어쩌다 머리에 붙게 된 것인지는 의문입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012946	เป็นอาหารยามฉุกเฉิน พวกเราคิดแบบนั้น บอกเลยว่ามันมีกลิ่นที่เย้ายวนมาก...{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	머리에 얹은 비상식량이라고 생각됩니다. 어디선가 달달한 냄새가 나는데...{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012947	เครื่องประดับเพนกวินที่น่ารักเกินบรรยาย	펭귄 장식입니다. 따로 무슨 말이 더 필요할까요. 누가 봐도 귀여울 것입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012948	เขาสัตว์ที่เงางามแสดงถึงความดุร้ายและสง่างามในเวลาเดียวกัน{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	동물의 뿔로 마감을 하여, 용맹스러움과 우아함을 한번에 표현하였습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012949	หมวกที่ทำจากดอกไม้สีแดง{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	붉은 꽃으로 만들어진 화관입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012950	ผมที่ยาวสลวยของหญิงสาวจะดูงดงามมากขึ้นเมื่อติดริบบิ้นเข้าไปด้วย{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	스트레이프가 들어간 리본입니다. 긴 머리 여성에게 잘 어울릴 것 같습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012951	แว่นที่มีสายคล้องนี้ทำให้พวกเขาดูมีสเน่ห์แบบแปลกๆ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	살짝 흘러내려, 걸쳐진 안경입니다. 살짝 특이한 매력이 있습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012952	มันจะร้อนมากถ้าสวมใส่ในหน้าร้อน{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	여름에 착용하면 매우 더울 것 같습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012953	ถ้านำเอามาไว้บนหัว มีความเป็นไปได้ว่าดอกทานตะวันอาจจะงอกได้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	머리에 심어두면 해바라기가 자랄 것 같습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012954	ไม่มีสิ่งใดเลิศรสไปกว่าไข่ปลาแซลมอนแล้วล่ะ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	군함은 연어알만한게 없습니다. 동의하시는지요.{nl} 리사이클샵에서 메달로 교환 가능합니다.
