ITEM_20150317_000001	Empty_helmet
ITEM_20161130_012942	มันแสดงออกถึงความรักของคุณอย่างชัดเจน{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012943	หมวกรูปทรงเหมือนขุนหมากรุก มันดูอลังการมาก{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012944	แท้จริงแล้วมันไม่เหมือนป้ายซะทีเดียว มันเป็นแค่เศษไม้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012945	ชิ้นส่วนแผ่นกระดาษที่ใช้สื่อรัก และมีแต่เทพธิดาเท่านั้นที่รู้ว่าสิ่งที่อยู่บนหัวคุณนั้นมันจะจบลงเช่นไร{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012946	เป็นอาหารยามฉุกเฉิน พวกเราคิดแบบนั้น บอกเลยว่ามันมีกลิ่นที่เย้ายวนมาก...{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012947	เครื่องประดับเพนกวินที่น่ารักเกินบรรยาย
ITEM_20161130_012948	เขาสัตว์ที่เงางามแสดงถึงความดุร้ายและสง่างามในเวลาเดียวกัน{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012949	หมวกที่ทำจากดอกไม้สีแดง{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012950	ผมที่ยาวสลวยของหญิงสาวจะดูงดงามมากขึ้นเมื่อติดริบบิ้นเข้าไปด้วย{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012951	แว่นที่มีสายคล้องนี้ทำให้พวกเขาดูมีสเน่ห์แบบแปลกๆ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012952	มันจะร้อนมากถ้าสวมใส่ในหน้าร้อน{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012953	ถ้านำเอามาไว้บนหัว มีความเป็นไปได้ว่าดอกทานตะวันอาจจะงอกได้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012954	ไม่มีสิ่งใดเลิศรสไปกว่าไข่ปลาแซลมอนแล้วล่ะ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012955	มันเป็นรสนิยมความชอบที่ต่างกันไปในการตัดสินใจเลือกสิ่งที่ดีที่สุด{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012956	ถ้าเลือกดีๆ คุณอาจจะได้รับชิ้นที่เลิศที่สุด{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012957	มันมีหลากหลายมากเลยแล้วแต่ว่าคุณจะชอบอะไร{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012958	กุ้งสดๆทอดใหม่ๆดูน่าอร่อย{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012959	มันจะดีที่สุดถ้ากินทั้งคำ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012960	มันจะมีประโยชน์มากช่วยให้คุณเอาตัวรอดได้ในสถานการณ์บางอย่าง{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012961	แค่สบัดผมบางทีคุณอาจจะรอดจากศัตรูได้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012962	ฉันรู้สึกว่าเหมือนฉันจะทำการเรียนได้ดีขึ้น{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012963	มันเหมือนมีอะไรที่กำลังงอกบนหัวคุณน่ะ?{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012964	บางทีมันก็เหมือนจะเรียกฝนได้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012965	มันมีสีเขียวที่เด่นมากและทรงดูเหมือนตัวหมากรุก{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012966	เคลือบกุหลาบด้วยสีทอง มันทำให้ส่องแสงสีทองสวยงามดูหรูหรามาก{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012967	ฉันไม่รู้กุญแจดอกไหนกันแน่ที่ใช้ได้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012968	มงกุฏขนาดที่ไม่ใหญ่มาก ตกแต่งด้วยอัญมณีแวววาว{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012969	ไม่ว่าใครที่ได้สวมใส่แล้วจะทำดูดีมากเมื่ออยู่คู่กับคันธนู{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012970	เป็นหมวกที่กัปตันเรือใช้สวมใส่ แต่ด้วยริบบิ้นแล้วทำให้ความเกรงขามดูลดลง{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012971	คุณยังไม่ตาย มันแค่ทำให้คุณเหมือนนักบุญเฉยๆ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012972	เดาว่ามันต้องมีสักที่ที่ใช้กุญแจนี้ได้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012973	ระวังอย่าให้มันตื่นล่ะ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012974	มงกุฏที่ตกแต่งด้วยเขาควาย ดอกกุหลาบและเขานั้นมันเป็นการสร้างสรรค์ที่ลงตัวทำให้สะดุดตามาก{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012975	หมวกของทหารที่ตกแต่งด้วยเขาควาย{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012976	มีประโยชน์ตอนฝนตก{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012977	พวกเราควรเตรียมพร้อมอาหารไว้เผื่อยามฉุกเฉินเสมอ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012978	หน้ากากที่ตกแต่งด้วยขนนกรอบด้าน เป็นโครงสร้างที่นินจาสร้างขึ้นมา{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161130_012979	"โครคัส หมายถึง""วัยเยาว์ที่ปราศจากความโศกเศร้า""{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน"
ITEM_20161130_012980	รางวัลสำหรับกิจกรรมฮาโลวีน มันถูกกล่าวว่าทำมาจากฟักทอง
ITEM_20161130_012981	Jumbo Dumpling (14 Days)
ITEM_20161130_012982	เกี๊ยวขนาดยักษ์มีส่วนผสมหลายอย่างมันมีกลิ่นหอมหวานและดูน่าอร่อย{nl} ทุกคนในปาร์ตี้จะเคลื่อนไหวเร็วขึ้น+4 การโจมตีแบบ AOE+1 และเพิ่ม EXP อีก 25%
ITEM_20161214_012983	Medium Cut
ITEM_20161214_012984	ในอดีตที่ผ่านมาทรงผมนี้นิยมในหมู่คนชั้นสูงและทรงผมนี้จัดทรงด้วยของเหลวชนิดพิเศษ
ITEM_20161214_012985	Upstyle Hair
ITEM_20161214_012986	ทรงผมนี้ออกแบบง่ายๆและว่ากันว่าเป็นทรงผมจากเทพธิดา
ITEM_20161214_012987	Brown Contact Lenses
ITEM_20161214_012988	Saja
ITEM_20161214_012989	อาวุธนี้หากถูกครอบครองจะสามารถใช้ได้ภายใต้ข้อจำกัด และอาวุธนี้คุณจะไม่สามารถเห็นได้โดยทั่วไป
ITEM_20161214_012990	มีโอกาส 5% ที่จะทำให้เกิด [Bleeding]เมื่อโจมตีศัตรูด้วยทักษะ มีผลเป็นเวลา 30 วินาที{nl} -การโจมตีพื้นฐานการโจมตีทุกๆ 5 ครั้งคุณจึงสามารถใช้   [Bleeding] กับศัตรูได้ - {img red_down_arrow 16 16} เป้าหมายประเภทเกราะ ในการลดความเสียหายของ [Ghost]  50%
ITEM_20161214_012991	อัตราการป้องกันสุดท้าย {img green_up_arrow 16 16}15%
ITEM_20161214_012992	อัตราการป้องกันสุดท้าย  {img green_up_arrow 16 16}-3%
ITEM_20161214_012993	อัตราการป้องกันสุดท้าย {img green_up_arrow 16 16}-1%
ITEM_20161214_012994	อัตราการป้องกันสุดท้าย {img green_up_arrow 16 16}3%
ITEM_20161214_012995	อัตราการป้องกันสุดท้าย {img green_up_arrow 16 16}1% มีโอกาส 1%ที่จะพื้นค่า HP 200 ทุกๆ 5 วินาทีเมื่อถูกโจมตี
ITEM_20161214_012996	อัตราการป้องกันสุดท้าย {img green_up_arrow 16 16}8% มีโอกาส 8% ที่จะลดความเสียหาย 50% เมื่อโดนโจมตี
ITEM_20161214_012997	อัตราการป้องกันสุดท้าย {img green_up_arrow 16 16}2%
ITEM_20161214_012998	อัตราการป้องกันสุดท้าย {img green_up_arrow 16 16}7%
ITEM_20161214_012999	Zemyna Necklace (30 Days)
ITEM_20161214_013000	เป็นสร้อยคอที่มีพลังของเทพธิดา Zemyna ดูเหมือนว่าจะรักษารูปร่างของมันไม่ได้นานนักเพราะด้วยพลังของเทพธิดา สามารถใช้ได้เพียง 30 วัน
ITEM_20161214_013001	Solmiki Medal
ITEM_20161214_013002	เป็นชิ้นส่วนอุปกรณ์ที่ได้ถูกตั้งชื่อตาม Solmiki ผู้ที่ครั้งหนึ่งเคยรับใช้เทพธิดา Zemyna และอุปกรณ์นี้เรียกได้ว่าเป็นเครื่องสวมใส่แล้วจะได้รับผลของเทพธิดา
ITEM_20161214_013003	Solmiki Medal (Leather)
ITEM_20161214_013004	เป็นชิ้นส่วนอุปกรณ์ที่ได้ถูกตั้งชื่อตาม Solmiki ผู้ที่ครั้งหนึ่งเคยรับใช้เทพธิดา Zemyna และอุปกรณ์นี้เรียกได้ว่าเป็นเครื่องสวมใส่แล้วจะได้รับผลของเทพธิดา{nl}อุปกรณ์เครื่องหนังอื่นๆที่เป็นเซ็ตเดียวกันก็จะได้รับผลเช่นกัน
ITEM_20161214_013005	Solmiki Medal (Plate)
ITEM_20161214_013006	เป็นชิ้นส่วนอุปกรณ์ที่ได้ถูกตั้งชื่อตาม Solmiki ผู้ที่ครั้งหนึ่งเคยรับใช้เทพธิดา Zemyna และอุปกรณ์นี้เรียกได้ว่าเป็นเครื่องสวมใส่แล้วจะได้รับผลของเทพธิดา{nl}อุปกรณ์แผ่นเหล็กอื่นๆที่เป็นเซ็ตเดียวกันก็จะได้รับผลเช่นกัน
ITEM_20161214_013007	Solmiki Bracelet
ITEM_20161214_013008	มันถูกเรียกว่าจตุแห่ง Kupoles ที่คอยรับใช้เทพธิดา Zemyna และยังมีพลังเวทย์อยู่ในชิ้นส่วนอุปกรณ์เหล่านี้ด้วย
ITEM_20161214_013009	Solmiki Bracelet (Leather)
ITEM_20161214_013010	มันถูกเรียกว่าจตุแห่ง Kupoles ที่คอยรับใช้เทพธิดา Zemyna และยังมีพลังเวทย์อยู่ในชิ้นส่วนอุปกรณ์เหล่านี้ด้วย{nl}อุปกรณ์เครื่องหนังอื่นๆที่เป็นเซ็ตเดียวกันก็จะได้รับผลเช่นกัน
ITEM_20161214_013011	Solmiki Bracelet (Plate)
ITEM_20161214_013012	มันถูกเรียกว่าจตุแห่ง Kupoles ที่คอยรับใช้เทพธิดา Zemyna และยังมีพลังเวทย์อยู่ในชิ้นส่วนอุปกรณ์เหล่านี้ด้วย{nl}อุปกรณ์แผ่นเหล็กอื่นๆที่เป็นเซ็ตเดียวกันก็จะได้รับผลเช่นกัน
ITEM_20161214_013013	Swordsman White Rose Costume (M)
ITEM_20161214_013014	Swordsman White Rose Costume (F)
ITEM_20161214_013015	Swordsman Smart Casual Costume (Male)
ITEM_20161214_013016	Swordsman Smart Casual Costume (Female)
ITEM_20161214_013017	Wizard Gothic Costume (Male)
ITEM_20161214_013018	Wizard Gothic Costume (Female)
ITEM_20161214_013019	Wizard Smart Casual Costume (Male)
ITEM_20161214_013020	Wizard Smart Casual Costume (Female)
ITEM_20161214_013021	Archer's Heavily Armed Costume (Male)
ITEM_20161214_013022	Archer Smart Casual Costume (Male)
ITEM_20161214_013023	Archer Smart Casual Costume (Female)
ITEM_20161214_013024	Monk Circle 3 Costume (Male)
ITEM_20161214_013025	อุปกรณ์ใช้ในการสวมใส่สำหรับ Monk Circle 3
ITEM_20161214_013026	Monk Circle 3 Costume (Female)
ITEM_20161214_013027	Cleric Circle 3 Costume (Male)
ITEM_20161214_013028	อุปกรณ์ใช้ในการสวมใส่สำหรับ Cleric Circle 3
ITEM_20161214_013029	Cleric Circle 3 Costume (Female)
ITEM_20161214_013030	Cleric Smart Casual Look (Male)
ITEM_20161214_013031	Cleric Smart Casual Look (Female)
ITEM_20161214_013032	Star Hairpin
ITEM_20161214_013033	เครื่องตกแต่งผมที่ได้รับจากงาน  G-Star
ITEM_20161214_013034	White Leather Brimmed Hat
ITEM_20161214_013035	อุปกรณ์สวมศรีษะที่เข้าคู่ชุดทำให้บุคลิกดูดีขึ้น
ITEM_20161214_013036	วางอุปกรณ์สวมใส่ลงบนทั่งเหล็กแล้วตีเพื่ออัพเกรดมัน คุณสามารถอัพเกรดอุปกรณ์สวมใส่ได้โดยไม่ต้องเสียเงินเลย คลิกขวาเพื่อใช้งาน{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161214_013037	ฟื้นฟู HP 50% HPจากค่าพลังสูงสุด{nl}และนอกเหนือจากนี้จะจะฟื้นฟู HP ทุกๆ 2 วินาทีเป็นเวลา 15 วินาที{nl}คลิกขวาเพื่อใช้ คลูดาวน์ 30 วินาที{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161214_013038	ฟื้นฟู SP 50% HPจากค่าพลังสูงสุด{nl}และนอกเหนือจากนี้จะจะฟื้นฟู SP ทุกๆ 2 วินาทีเป็นเวลา 15 วินาที{nl}คลิกขวาเพื่อใช้ คลูดาวน์ 30 วินาที{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161214_013039	การ์ดระดับ 7
ITEM_20161214_013040	เพิ่มเลเวลของอาชีพตัวละครที่มีระดับ 7 ถึงเลเวล 15 สามารถใช้ได้ในช่วงระดับ 7 เท่านั้น คลิกขวาเพื่อใช้
ITEM_20161214_013041	การ์ดระดับ 8
ITEM_20161214_013042	เพิ่มเลเวลของอาชีพตัวละครที่มีระดับ 8 ถึงเลเวล 15 สามารถใช้ได้ในช่วงระดับ 8 เท่านั้น คลิกขวาเพื่อใช้
ITEM_20161214_013043	Dazzling Silver Anvil
ITEM_20161214_013044	Attack Boost Potion: Pierce Lv2
ITEM_20161214_013045	เพิ่มพลังโจมตีคุณสมบัติ Pierce ให้กับตัวละคร 7% เป็นเวลา 5 นาที สามารถกดใช้ซ้อนกันได้ 10 ครั้ง
ITEM_20161214_013046	Attack Boost Potion: Slash Lv2
ITEM_20161214_013047	เพิ่มพลังโจมตีคุณสมบัติ Slash ให้กับตัวละคร 7% เป็นเวลา 5 นาที สามารถกดใช้ซ้อนกันได้ 10 ครั้ง
ITEM_20161214_013048	Attack Boost Potion: Strike Lv2
ITEM_20161214_013049	เพิ่มพลังโจมตีคุณสมบัติ Strike ให้กับตัวละคร 7% เป็นเวลา 5 นาที สามารถกดใช้ซ้อนกันได้ 10 ครั้ง
ITEM_20161214_013050	Attack Boost Potion: Missile Lv2
ITEM_20161214_013051	เพิ่มพลังโจมตีคุณสมบัติ Missile ให้กับตัวละคร 7% เป็นเวลา 5 นาที สามารถกดใช้ซ้อนกันได้ 10 ครั้ง
ITEM_20161214_013052	Attack Boost Potion: Fire Lv2
ITEM_20161214_013053	เพิ่มพลังโจมตีคุณสมบัติ Fire ให้กับตัวละคร 7% เป็นเวลา 5 นาที สามารถกดใช้ซ้อนกันได้ 10 ครั้ง
ITEM_20161214_013054	Attack Boost Potion: Ice Lv2
ITEM_20161214_013055	เพิ่มพลังโจมตีคุณสมบัติ Ice ให้กับตัวละคร 7% เป็นเวลา 5 นาที สามารถกดใช้ซ้อนกันได้ 10 ครั้ง
ITEM_20161214_013056	Attack Boost Potion: Poison Lv2
ITEM_20161214_013057	เพิ่มพลังโจมตีคุณสมบัติ Poison ให้กับตัวละคร 7% เป็นเวลา 5 นาที สามารถกดใช้ซ้อนกันได้ 10 ครั้ง
ITEM_20161214_013058	Attack Boost Potion: Lightning Lv2
ITEM_20161214_013059	เพิ่มพลังโจมตีคุณสมบัติ Lightning ให้กับตัวละคร 7% เป็นเวลา 5 นาที สามารถกดใช้ซ้อนกันได้ 10 ครั้ง
ITEM_20161214_013060	Attack Boost Potion: Earth Lv2
ITEM_20161214_013061	เพิ่มพลังโจมตีคุณสมบัติ Earth ให้กับตัวละคร 7% เป็นเวลา 5 นาที สามารถกดใช้ซ้อนกันได้ 10 ครั้ง
ITEM_20161214_013062	Attack Boost Potion: Holy Lv2
ITEM_20161214_013063	เพิ่มพลังโจมตีคุณสมบัติ Holy ให้กับตัวละคร 7% เป็นเวลา 5 นาที สามารถกดใช้ซ้อนกันได้ 10 ครั้ง
ITEM_20161214_013064	Attack Boost Potion: Dark Lv2
ITEM_20161214_013065	เพิ่มพลังโจมตีคุณสมบัติ Dark ให้กับตัวละคร 7% เป็นเวลา 5 นาที สามารถกดใช้ซ้อนกันได้ 10 ครั้ง
ITEM_20161214_013066	สามารถใช้ได้เมื่อ Lv.60 {nl}กดใช้เพื่อรับไอเทมต่อไปนี้ :{nl}- 35x Lv4 EXP Card{nl}- 5x Instanced Dungeon Reset Voucher{nl}- 10x Settlement Support Potion{nl}- Settlement Support Chest: Lv75{nl}ไอเทมเหล่านี้จะลบออกหลังจากปิดปรับปรุงเซิร์ฟเวอร์วันที่ 7 เมษายน
ITEM_20161214_013067	รวบรวม : Token of the Demon Treaty
ITEM_20161214_013068	รวบรวม : Pasleptas
ITEM_20161214_013069	Leticia's Secret Cube
ITEM_20161214_013070	Lv220 Recipe Box - Weapon
ITEM_20161214_013071	บรรจุสูตรแบบสุ่มเลือกสำหรับอาวุธ Lv220
ITEM_20161214_013072	Recipe Box - Armor
ITEM_20161214_013073	ประกอบไปด้วยสูตรแบบสุ่มสำหรับเกราะ Lv120-220
ITEM_20161214_013074	Lv220 Recipe Box - Accessory
ITEM_20161214_013075	บรรจุสูตรแบบสุ่มเลือกสำหรับเครื่องประดับLv220
ITEM_20161214_013076	Leticia's Secret Cube x10 + 1
ITEM_20161214_013077	Shining Cube Piece
ITEM_20161214_013078	สามารถรับ Leticia's Secret Cube ได้{nl}หากรวบรวมพวกมันครบ 100 ชิ้น
ITEM_20161214_013079	Lucky Monster Card Box
ITEM_20161214_013080	บรรจุมอนสเตอร์การ์ดแบบสุ่มเลือกไว้
ITEM_20161214_013081	Cardboard Cube
ITEM_20161214_013082	บรรจุสูตรสุ่มเลือกไว้ คลิกขวาเพื่อใช้
ITEM_20161214_013083	1 Potential สามารถใช้ได้กับการอัพเกรดอุปกรณ์ อุปกรณ์จะไม่ถูกทำลายหากคุณเกิดการผิดพลาดในการยกระดับที่ +12 หรือมากกว่ามันจะช่วยลดความเสี่ยง +10 คลิกขวาเพื่อใช้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน
ITEM_20161214_013084	[อุปกรณ์เอฟเฟคการ์ด] [Strike] ป้องกัน +[{img star_mark 20 20}]
ITEM_20161214_013085	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Gorgon ได้
ITEM_20161214_013086	[อุปกรณ์เอฟเฟคการ์ด]มีโอกาส 10% ในการเพิ่มพลังการโจมตีคุณสมบัติธาตุมืด +[{img star_mark 20 20}] ภายในเวลา 7 วินาทีเมื่อทำการโจมตีมอนสเตอร์ขนาดกลาง
ITEM_20161214_013087	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Netherbovine ได้
ITEM_20161214_013088	[อุปกรณ์เอฟเฟคการ์ด] มีโอกาส 10% ในการเพิ่มพลังการโจมตีคุณสมบัติธาตุมืด +[{img star_mark 20 20}] ภายในเวลา 7 วินาทีเมื่อทำการโจมตีมอนสเตอร์ขนาดเล็ก
ITEM_20161214_013089	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Necroventer ได้
ITEM_20161214_013090	[อุปกรณ์เอฟเฟคการ์ด] เพิ่มพลังเวทย์ +[{img star_mark 20 20}]
ITEM_20161214_013091	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Rexipher ได้
ITEM_20161214_013092	[อุปกรณ์เอฟเฟคการ์ด] [จำนวนของการ์ด]% เพิ่มความเสียหายกับมอนสเตอร์ขนาดกลาง
ITEM_20161214_013093	[อุปกรณ์เอฟเฟค Poison Pot] เปิดใช้ทักษะReaverpede เมื่อใช้ Poison Pot
ITEM_20161214_013094	[อุปกรณ์เอฟเฟคการ์ด] ผลของSP Potion +[{img star_mark 20 20}]%
ITEM_20161214_013095	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Rikaus ได้
ITEM_20161214_013096	[อุปกรณ์เอฟเฟคการ์ด] ความเร็วในการเคลื่อนไหว (+[Maximum{img star_mark 20 20}/2])เป็นเวลา 5 วินาที หลังกดใช้ Stamina potions
ITEM_20161214_013097	[อุปกรณ์เอฟเฟค Poison Pot] เปิดใช้ทักษะ Manticen เมื่อใช้ Poison Pot
ITEM_20161214_013098	[อุปกรณ์เอฟเฟคการ์ด] [Maximum{img star_mark 20 20}]% มีโอกาสทำให้มอนสเตอร์นั้นติดสถานะ [Blind] ในณะที่กำลังจัดการกับมอนสเตอร์ประเภทปิศาจ
ITEM_20161214_013099	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Mummyghast ได้
ITEM_20161214_013100	[อุปกรณ์เอฟเฟคการ์ด] [จำนวนของการ์ด]% เพิ่มความเสียหายกับมอนสเตอร์ประเภทน้ำแข็ง
ITEM_20161214_013101	[อุปกรณ์เอฟเฟค Poison Pot]  เปิดใช้งานทักษะ Merge เมื่อใช้ Poison Pot
ITEM_20161214_013102	[อุปกรณ์เอฟเฟค Grimoire] [จำนวนของการ์ด]% เพิ่มความเสียหายกับมอนสเตอร์ประเภทมีปีก
ITEM_20161214_013103	[อุปกรณ์เอฟเฟค Poison Pot]  เปิดใช้ทักษะMothstem เมื่อใช้ Poison Pot
ITEM_20161214_013104	[อุปกรณ์เอฟเฟคการ์ด] [จำนวนของการ์ด] % มีโอกาสทำให้ติดสถานะ[Stun] เป็นเวลา 3 วินาทีเมื่อทำการโจมตีทางกายภาพ
ITEM_20161214_013105	[อุปกรณ์เอฟเฟค Grimoire]  สามารถเรียกใช้ Minotaur ได้
ITEM_20161214_013106	[อุปกรณ์เอฟเฟคการ์ด][Number of Cards]% เพิ่มความเสียหายกับมอนสเตอร์ขนาดเล็ก
ITEM_20161214_013107	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Mirtis ได้
ITEM_20161214_013108	[อุปกรณ์เอฟเฟคการ์ด]  Evade +[{img star_mark 20 20}]
ITEM_20161214_013109	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Velorchard ได้
ITEM_20161214_013110	[อุปกรณ์เอฟเฟคการ์ด] [สูงสุด{img star_mark 20 20}]% มีโอกาสได้รับ  poisons (Wugushi) 10 ชิ้นหลังจากจัดการมอนสเตอร์ประเภทแมลง
ITEM_20161214_013111	[อุปกรณ์เอฟเฟค Poison Pot]  เปิดใช้ทักษะBiteregina เมื่อใช้ Poison Pot
ITEM_20161214_013112	[อุปกรณ์เอฟเฟคการ์ด] มีโอกาส 10% ที่จะเพิ่มพลังโจมตีธาตุมืด +[{img star_mark 20 20}] เป็นเวลา 7 วินาทีเมื่อทำการโจมตีมอนสเตอร์ขนาดใหญ่
ITEM_20161214_013113	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Cyclops ได้
ITEM_20161214_013114	[อุปกรณ์เอฟเฟคการ์ด] [Silence] ความต้านทาน +[{img star_mark 20 20}]%
ITEM_20161214_013115	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Shadowgaler ได้
ITEM_20161214_013116	[อุปกรณ์เอฟเฟคการ์ด] [สูงสุด{img star_mark 20 20}]% ฟื้นฟู SP 10% หลังจากจัดการมอนสเตอร์ธาตุมืด
ITEM_20161214_013117	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Specter ได้
ITEM_20161214_013118	[อุปกรณ์เอฟเฟคการ์ด] [สูงสุด{img star_mark 20 20}]% ฟื้นฟู SP 10% หลังจากจัดการมอนสเตอร์ธาตุพิษ
ITEM_20161214_013119	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Throneweaver ได้
ITEM_20161214_013120	[อุปกรณ์เอฟเฟคการ์ด] +[สูงสุด{img star_mark 20 20}]% มีโอกาสสะท้อนกลับความเสียหาย 50% จากมอนสเตอร์ธาตุมืด
ITEM_20161214_013121	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Abomination ได้
ITEM_20161214_013122	[อุปกรณ์เอฟเฟคการ์ด] ต้านทานต่อธาตุมืด +[{img star_mark 20 20}]
ITEM_20161214_013123	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Unknocker ได้
ITEM_20161214_013124	[อุปกรณ์เอฟเฟคการ์ด]  DEX +[{img star_mark 20 20}]
ITEM_20161214_013125	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Ellaganos ได้
ITEM_20161214_013126	[อุปกรณ์เอฟเฟคการ์ด] [จำนวนของการ์ด]% เพิ่มความเสียหายกับมอนสเตอร์ธาตุมืด
ITEM_20161214_013127	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Unicorn ได้
ITEM_20161214_013128	[อุปกรณ์เอฟเฟคการ์ด] โจมตีเวทย์+[{img star_mark 20 20}]% เป็นเวลา 4 วินาทีเมื่อทำการใช้ SP potions
ITEM_20161214_013129	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Chapparition ได้
ITEM_20161214_013130	[อุปกรณ์เอฟเฟคการ์ด] [จำนวนของการ์ด]% เพิ่มความเสียหายกับมอนสเตอร์ประเภทแมลง
