QUEST_LV_0100_20150317_000001	Sentinel	Sentinel
QUEST_LV_0100_20151224_012836	The Chaparition should be an easy opponent considering the courage you've shown so far.{nl}Don't be too worried.	Chaparition น่าจะเป็นฝ่ายตรงข้ามที่ง่ายดายเมื่อพิจารณาจากความกล้าหาญที่คุณได้แสดงให้เห็นก่อนหน้านี้{nl}ไม่ต้องกังวลมากเกินไป
QUEST_LV_0100_20151224_012837	"Excellent.{nl}With skills like that, I'd trust you with my back any day.{nl}"	ยอดเยี่ยม {nl}ด้วยสกิลเช่นนั้นฉันไว้วางใจให้คุณดูแลข้างหลังของฉันเมื่อใดก็ตาม{nl}
QUEST_LV_0100_20151224_012838	I'll report it to the master soon.{nl}I'll first teach you of the true powers of the Peltasta on my initiative.	ฉันจะรายงานไปยังมาสเตอร์เร็วๆ นี้{nl}ฉันจะสอนในเบื้องต้นในพลังที่แท้จริงของ Peltasta จากสิ่งที่ฉันคิด
QUEST_LV_0100_20151224_012839	Your growth is simply astonishing.{nl}I feel something different from the other Hoplites.{nl}	การเจริญเติบโตของคุณคือเป็นเรื่องน่าอัศจรรย์{nl}ฉันรู้สึกถึงบางสิ่งบางอย่างที่แตกต่างจากคนอื่น ๆ Hoplites
QUEST_LV_0100_20151224_012840	But are you satisfied with that?{nl}I think you can go for the next step.	แล้วคุณพอใจกับมันไหม?{nl}ฉันคิดว่าคุณสามารถไปสู่ขั้นตอนต่อไป
QUEST_LV_0100_20151224_012841	"There's a monster that I've previously faced.{nl}Sparnasman, I thought that I had him... But I lost him at the last moment.{nl}"	มีมอนสเตอร์ที่ฉันเคยเผชิญหน้ากับก่อนหน้านี้{nl}Sparnasman ฉันคิดว่าจัดการมันแล้ว...  แต่ฉันปล่อยหลุดมือไปในช่วงสุดท้าย{nl}
QUEST_LV_0100_20151224_012842	I've heard rumors that the Sparnasman has returned.{nl}I'm sure that you'll be able to finish him in my place.{nl}	ฉันเคยได้ยินข่าวลือว่า Sparnasman ได้กลับมา{nl}ฉันแน่ใจว่าคุณจะสามารถจัดการเขาได้เสร็จสิ้นแทนฉัน{nl}
QUEST_LV_0100_20151224_012843	"Oh, and bring the tip of my spear as evidence that you've defeated him.{nl}It should still be stuck in him."	อ้อ และโปรดนำปลายหอกของฉันกลับมาเป็นหลักฐานที่แสดงว่าคุณได้เอาชนะเขาแล้ว{nl}มันน่าจะยังคงติดอยู่ในตัวมัน
QUEST_LV_0100_20151224_012844	"Please defeat the Sparnasman at Novaha Annes and bring the tip of my spear back to me.{nl}{nl}It was a long time ago, but the fight... was extremely fierce.{nl}I was tired and he also had steam rising from him.{nl}"	โปรดเอาชนะ Sparnasman ที่ Novaha Annes และนำปลายหอกของฉันกลับมาให้ฉัน{nl}{nl}มันเป็นเวลาที่ผ่านมานาน แต่การต่อสู้...เป็นไปอย่างอย่างดุเดือด{nl}ฉันเหนื่อยและเขาก็ด้วย{nl}
QUEST_LV_0100_20151224_012845	I adjusted my grip on my spear thinking that it would be the killing blow.{nl}He finally came at me.{nl}	ฉันปรับการจับหอกของฉันและคิดว่านั่นจะเป็นการฆ่าเขาได้{nl}ในที่สุดเขาก็มาที่ฉัน{nl}
QUEST_LV_0100_20151224_012846	I thought I'd properly stabbed him... But he suddenly passed me and flew away. {nl}With my spear still in him.{nl}	ฉันคิดว่าฉันแทงถูกเขา...  แต่เขาก็ผ่านฉันไปและบินออกไป {nl}กับหอกของฉันที่ยังคงอยู่ในตัวเขา{nl}
QUEST_LV_0100_20151224_012847	"I've let him go.{nl}Currently, I'd be able to deal with it in a single strike but..."	ฉันเคยปล่อยให้เขาไป{nl}ตอนนี้ฉันจะสามารถจัดการกับเขาในการโจมตีครั้งเดียวแต่ ...
QUEST_LV_0100_20151224_012848	That is most certainly the tip of the spear I drove into it.{nl}I'll be able to brag that one of our capable Hoplites has defeated that nightmare.{nl}	และแน่นอนที่สุด ปลายหอกที่ฉันแทงเข้าไป{nl}ฉันจะสามารถที่จะคุยโวว่า หนึ่งในความสามารถของเรา Hoplites ได้เอาชนะฝันร้ายนั้น{nl}
QUEST_LV_0100_20151224_012849	Come back at any time since you've passed the test.{nl}I am also ready to teach you more.	กลับมาได้ตลอดเวลาเมื่อคุณได้ผ่านการทดสอบ{nl}นอกจากนี้ฉันยังพร้อมที่จะสอนคุณมากขึ้น
QUEST_LV_0100_20151224_012850	Hmm... You seem as if you've grown stronger.{nl}You may be worthy to learn more of the way of the sword since you've trained so much.	อืม... ดูเหมือนว่าคุณได้เติบโตแข็งแกร่ง{nl}คุณอาจจะคุ้มค่าที่จะเรียนรู้เพิ่มเติมจากทางของดาบเมื่อคุณได้รับการฝึกอบรมมามาก
QUEST_LV_0100_20151224_012851	Of course I can't simply let you know. {nl}Prove your strength first!{nl}	แน่นอน ฉันไม่สามารถแจ้งให้คุณทราบ {nl}พิสูจน์ความแข็งแรงของคุณแรก!{nl}
QUEST_LV_0100_20151224_012852	Dealing with monsters at Feretory Hills is your test.{nl}But it must be done without enhancements. What use would the test be it them.{nl}	การจัดการกับมอนสเตอร์ที่ Feretory Hills เป็นการทดสอบของคุณ{nl}แต่มันจะต้องทำโดยปราศจากการปรังแต่ง สำหรับอะไรที่จะใช้ในการทดสอบ{nl}
QUEST_LV_0100_20151224_012853	Of course the help of colleagues is excluded as well.{nl}Do you get it? Prove your worth with the might of your sword alone.	แน่นอนความช่วยเหลือของเพื่อนร่วมทีมก็ถูกยกเว้นเช่นกัน{nl}คุณรับมันได้ใช่ไหม?  พิสูจน์คุณค่าของคุณด้วยอานุภาพของดาบของคุณคนเดียว
QUEST_LV_0100_20151224_012854	Without colleagues. Without enhancements.{nl}It is a very easy and simple test.	ปราศจากเพื่อน ปราศจากการปรับแต่ง{nl}มันเป็นบททดสอบที่ง่ายมากๆ
QUEST_LV_0100_20151224_012855	You. You're more useful than you look.{nl}The Master will be pleased that such talent has chosen to become a Barbarian.	คุณ คุณดูมีประโยชน์มากกว่าที่เห็น{nl}มาสเตอร์จะยินดีที่ความสามารถดังกล่าวได้ถูกเลือกให้กลายเป็น Barbarian
QUEST_LV_0100_20151224_012856	We Rodelero attack enemies by blocking their view with shields and going for their blind spots.{nl}I'd say that such strategies will work the better your shield is.{nl}	เรา Rodelero โจมตีศัตรูโดยการปิดกั้นมุมมองของพวกเขาด้วยโล่และจัดการจุดด้อยของพวกเขา{nl}ฉันบอกว่ากลยุทธ์ดังกล่าวจะทำงานที่ดีถ้าเป็นโล่ของคุณ{nl}
QUEST_LV_0100_20151224_012857	"Since it is still the introductory stage, let's start with bringing a shield that has been enhanced 4 times.{nl}I think that's cutting you enough slack, what do you think?"	"เพราะมันยังคงเป็นขั้นตอนเบื้องต้น ขอเริ่มต้นด้วยการนำโล่ที่ได้รับการปรับแต่งครั้งที่ 4{nl}ฉันคิดว่านั่นจะเพียงพอ, คุณคิดอย่างไร?"
QUEST_LV_0100_20151224_012858	You have to equip a shield that has been enhanced 4 times at the very least.{nl}How did you even think of becoming a Rodelero without that.	คุณต้องติดดั้งโล่ที่ได้รับการปรับแต่งครั้งที่ 4 เป็นอย่างน้อยที่สุด{nl}คุณคิดจะกลายเป็น Rodelero ได้อย่างไรโดยปราศจากมัน
QUEST_LV_0100_20151224_012859	Good. That is enough.{nl}I now welcome you as a fellow Rodelero.	เยี่ยม นั่นเพียงพอ{nl}ตอนนี้ฉันยินดีต้อนรับคุณเป็นผู้ติดตาม Rodelero
QUEST_LV_0100_20151224_012860	Cataphract... Not a bad choice.{nl}We bombard the enemies with attacks riding atop our companions while we charge through enemy lines.{nl}	Cataphract... ไม่ได้เป็นทางเลือกที่แย่{nl}เรากระหน่ำยิงศัตรูด้วยการโจมตีจากด้านบนด้วยเพื่อนของเราในขณะที่เราบุกเข้าทัพหน้าศัตรู{nl}
QUEST_LV_0100_20151224_012861	But simply looking nice and what acutally happens is never the same.{nl}It shall be a completely different route from what you've done. Do you think you're up for it?	แต่มันเป็นทางที่ดีและสิ่งที่เกิดขึ้นจะไม่เหมือนเดิม{nl}มันจะเป็นเส้นทางที่แตกต่างอย่างสิ้นเชิงจากสิ่งที่คุณเคยทำ คุณคิดว่าคุณจะขึ้นไปได้หรือไม่?
QUEST_LV_0100_20151224_012862	Then how about we test your resolve?{nl}I shall acknowledge you if you have enough determination to deal with the demons at Feretory Hills.	แล้วมันเกี่ยวกับที่เราทดสอบการแก้ปัญหาของคุณหรือไม่?{nl}ฉันต้องยอมรับคุณ ถ้าคุณมีความมุ่งมั่นพอที่จะจัดการกับปีศาจที่ Feretory Hills
QUEST_LV_0100_20151224_012863	It is disconcerting to give you a truly difficult task if you keep requesting it after I threatened you.{nl}I think that Feretory Hills should be a suitable test for you.	มันทำให้อึกอักที่จะให้เป็นงานที่ยากอย่างแท้จริงถ้าคุณเอาแต่ขอโน่นนี่หลังจากที่ฉันให้ภารกิจแก่คุณ{nl}ฉันคิดว่า Feretory Hills เป็นการทดสอบที่เหมาะสมสำหรับคุณ
QUEST_LV_0100_20151224_012864	Impressive. {nl}I apologize for treating you lightly on first impression.{nl}My lessons are not to be taken lightly. I hope you are determined.	น่าประทับใจ {nl}ฉันขอโทษสำหรับการจัดการกับคุณที่เบาในสำหรับความประทับใจแรก{nl}บทเรียนของฉันจะไม่ง่ายอย่างนั้น ฉันหวังว่าคุณมีความมุ่งมั่น
QUEST_LV_0100_20151224_012865	The time has finally come.{nl}The Master at Klaipeda said that faithfulness is the strength of a Krivis.{nl}	ในที่สุดก็ถึงเวลา{nl}เดอะมาสเตอร์ที่ Klaipeda กล่าวว่าความเลื่อมใสศรัทธาเป็นจุดแข็งของ Krivis{nl}
QUEST_LV_0100_20151224_012866	The master would have asked you to prove yourself through sparring... {nl}But I wish to test your skills through servitude.{nl}	เดอะมาสเตอร์จะถามคุณให้พิสูจน์ตัวเองผ่านการซ้อม ...  {nl}แต่ฉันต้องการที่จะทดสอบสกิลของคุณด้วยการรับใช้{nl}
QUEST_LV_0100_20151224_012867	Please be cautious as this is the last test.{nl}Tell me when you are prepared.	โปรดระมัดระวังเพราะนี้คือการทดสอบสุดท้าย{nl}บอกฉันเมื่อคุณพร้อม
QUEST_LV_0100_20151224_012868	They say that the monsters are swelling in numbers at {nl}Feretory Hills and are now threatening the people.{nl}Please purify the monsters with this gemstone.{nl}	พวกเขาบอกว่ามอนสเตอร์ที่มีขยายจำนวนที่{nl}Feretory Hills และตอนนี้กำลังคุกคามผู้คน{nl}กรุณาชำระล้างมอนสเตอร์ด้วย gem stone นี้{nl}
QUEST_LV_0100_20151224_012869	It is not easy to purify by normal means.{nl}You'll have to tire the monsters a bit for it to have an effect.{nl}	มันไม่ใช่เรื่องง่ายในการชำระล้างด้วยวิธีปกติ{nl}คุณจะต้องทำให้มอนสเตอร์ล้าสักหน่อยก่อนมันถึงจะมีผลกระทบ{nl}
QUEST_LV_0100_20151224_012870	Please bring the purified ashes to me.	กรุณานำขี้เถ้าบริสุทธิ์ให้ฉัน
QUEST_LV_0100_20151224_012871	I am thinking of it as a service to everyone.{nl}That seems to be fitting of a Krivis.	ฉันคิดว่ามันเป็นบริการให้กับทุกคน{nl}ที่ดูเหมือนว่าจะเหมาะสมกับ Krivis
QUEST_LV_0100_20151224_012872	I ponder if such servitude is the mercy of the goddesses.{nl}Well done. Such posture shall lead you to greater stages.	ฉันพิจารณาแล้วว่าถ้าเป็นการรับใช้ดังกล่าวถือเป็นความเมตตาของเทพธิดาได้{nl}ทำได้ดี ท่าทางดังกล่าวจะนำคุณไปสู่ขั้นตอนที่ใหญ่ขึ้น
QUEST_LV_0100_20151224_012873	"You wish to continue to follow the path of the goddesses burdened as a priest.{nl}If so, you may rise to a greater stage by defeating evils in this world."	คุณต้องการดำเนินการต่อไปตามเส้นทางของนักบวชในการทำหน้าที่เพื่อเทพธิดา{nl}ถ้าเช่นนั้นคุณต้องขึ้นไปขั้นที่ยิ่งใหญ่กว่าโดยเอาชนะความชั่วร้ายในโลกนี้
QUEST_LV_0100_20151224_012874	It is said that monsters at Feretory Hills are full of evil energy.{nl}Deal with them in the name of the goddess.	ได้มีการเล่าว่ามอนสเตอร์ที่ Feretory Hills เต็มไปด้วยพลังงานความชั่วร้าย{nl}จัดการกับพวกมันในนามของเทพธิดา
QUEST_LV_0100_20151224_012875	"You've now become a respectable Bokor.{nl}I wish to forsee your future as a colleague, not as a beginner.{nl}"	ตอนนี้คุณได้กลายเป็น Bokor ที่น่านับถือ{nl}ฉันต้องการที่จะให้คุณเป็นเพื่อนร่วมงาน ไม่ได้เป็นแค่ผู้เริ่มต้น{nl}
QUEST_LV_0100_20151224_012876	Please bring me the card of a powerful monster.{nl}	กรุณานำการ์ดของมอนสเตอร์ที่มีประสิทธิภาพมาให้ฉัน{nl}
QUEST_LV_0100_20151224_012877	The master said that the cards that people choose are pre-determined...{nl}But it is beyond my ability to see what card you shall bring.	เดอะมาสเตอร์บอกว่าการ์ดที่ผู้คนเลือกถูกกำหนดไว้ล่วงหน้า...{nl}แต่มันอยู่นอกเหนือความสามารถของฉันเพื่อดูว่าการ์ดอะไรที่คุณควรจะนำมา
QUEST_LV_0100_20151224_012878	"Eternal flames, a women with wounds on her back, an upturned jewel...{nl}These are about all the words that I can make out."	"เปลวไฟนิรันดร์, ผู้หญิงมีบาดแผลบนหลังของเธอ, อัญมณีหงาย ...{nl}เหล่านี้เป็นเรื่องเกี่ยวกับทุกคำที่ฉันสามารถทำออกมา"
QUEST_LV_0100_20151224_012879	"Its interpretation is up to you.{nl}But it seems to me as if you have a greater mission, at variance from the common person.{nl}"	การตีความขึ้นอยู่กับคุณ{nl}แต่มันดูเหมือนว่าคุณมีภารกิจยิ่งใหญ่ แตกต่างจากคนทั่วไป{nl}
QUEST_LV_0100_20151224_012880	I shall pray for you to be able to finish your mission.	ฉันจะอธิษฐานเพื่อให้คุณสามารถที่จะเสร็จสิ้นภารกิจของคุณ
QUEST_LV_0100_20151224_012881	"Grandfather Tesla had always emphasized the importance of materials.{nl}Not simply rare and expensive materials, but materials that you will be able to put your heart into.{nl}"	Grandfather Tesla ให้ความสำคัญกับวัตถุดิบเสมอ{nl}ไม่เพียงแต่วัตถุดิบที่หายากและมีราคาแพง แต่วัตถุดิบที่คุณจะสามารถที่จะใส่หัวใจของคุณเข้าไป{nl}
QUEST_LV_0100_20151224_012882	I've recently had a chance to get such materials...{nl}But I simply could not get the chance to get them.{nl}	เมื่อเร็ว ๆ นี้ฉันได้มีโอกาสที่จะได้รับวัตถุดิบดังกล่าว ...{nl}แต่ฉันก็ไม่มีโอกาสได้รับพวกมัน{nl}
QUEST_LV_0100_20151224_012883	I'll teach you how to craft new statues if you bring them to me.	ฉันจะสอนวิธีการสร้างรูปปั้นใหม่ถ้าคุณนำมันมาให้ฉัน
QUEST_LV_0100_20151224_012884	Look for Sparnasman in Novaha Annex.{nl}Its horns are the materials that I've been looking for so be careful please.	มองหา Sparnasman ใน Novaha Annex{nl}เขาของมันเป็นวัตถุดิบที่ฉันตามหาดังนั้นโปรดให้ระมัดระวังด้วย
QUEST_LV_0100_20151224_012885	Grandfather Tesla said that he found them at the Crystal Mine.{nl}Those blue crystals were wonderful... but I wish to find some that suit me.	Grandfather Tesla บอกว่าเขาพบว่าพวกเขาที่ Crystal Mine{nl}คริสตัลสีฟ้าเหล่านั้นน่าอัศจรรย์...แต่ฉันต้องการจะพบบางอย่างที่เหมาะกับฉัน
QUEST_LV_0100_20151224_012886	"These are indeed the materials that I requested.{nl}Someday, you shall find materials that are to your liking as well.{nl}"	เหล่านี้เป็นวัตถุดิบที่ฉันต้องการจริงๆ{nl}สักวันหนึ่งคุณจะพบวัตถุดิบที่เหมาะสำหรับคุณเช่นกัน{nl}
QUEST_LV_0100_20151224_012887	"Now, as promised, I shall teach you to craft new statues.{nl}Come back to me at any time."	ตอนนี้ตามที่สัญญาไว่ว่าฉันจะสอนให้คุณทำรูปปั้นใหม่{nl}กลับมาหาฉันในเวลาใดก็ได้
QUEST_LV_0100_20151224_012888	The path of the Sadhu...{nl}So you seek to go down a difficult path.{nl}	เส้นทางของ Sadhu...{nl}ดังนั้นคุณจะต้องลงไปในเส้นทางที่ยากลำบาก{nl}
QUEST_LV_0100_20151224_012889	Very well. Though it is hard for me to properly test you as I am currently out of body.{nl}I shall do so in my own way.	ดีมาก แม้ว่ามันจะเป็นเรื่องยากสำหรับฉันที่จะต้องทดสอบคุณในขณะที่ฉันออกจากร่างกาย{nl}ฉันจะทำในทางของตัวเอง
QUEST_LV_0100_20151224_012890	I shall give you a materialized crystal of my energy.{nl}My task is for you to deal with monsters after injecting them with my energy.{nl}	ฉันจะให้คุณวัตถุดิบคริสตัลจากพลังงานของฉัน{nl}งานของฉันคือการทำให้คุณจัดการกับมอนสเตอร์หลังจากเพิ่มพวกมันด้วยพลังงานของฉัน{nl}
QUEST_LV_0100_20151224_012891	"I shall purify the monster's souls that you bring me with pure energy.{nl}But, the monsters must be dealt by yourself without the help of others."	ฉันต้องชำระจิตวิญญาณของมอนสเตอร์ที่คุณนำมาให้ฉันด้วยพลังงานบริสุทธิ์. {} NL แต่มอนสเตอร์จะต้องจัดการด้วยตัวเองโดยความช่วยเหลือของคนอื่น ๆ
QUEST_LV_0100_20151224_012892	My body? It is at Akmens Ridge.{nl}You shall be able to send your spirit as far as I can once you've trained as much as I have.{nl}	ร่างกายของฉัน? มันอยู่ที่ Akmens Ridge{nl}คุณจะสามารถส่งจิตวิญญาณของคุณเท่าที่้่ต้องการเมื่อคุณได้รับการฝึกฝนให้มากที่สุดเท่าที่ฉันทำได้{nl}
QUEST_LV_0100_20151224_012893	But it is a stage that must be achieved... {nl}Slowly step by step through intense training.	แต่มันก็เป็นขั้นตอนที่จะประสบความสำเร็จ... {nl}ทีละขั้นตอนอย่างช้าๆ ผ่านการฝึกอย่างเข้มข้น
QUEST_LV_0100_20151224_012894	You've done admirably even if it was a simple test.{nl}I shall look forward to your growth.{nl}{nl}	คุณทำได้น่าชื่นชมแม้ว่ามันจะเป็นการทดสอบธรรมดา{nl}ฉันจะเฝ้ามองการเจริญเติบโตของคุณ{nl}{nl}
QUEST_LV_0100_20151224_012895	"The strength to fight against the evil demons comes from one's devout faith in the goddesses.{nl}If you wish to become one of us, you must prove your strength to back up your faith."	ความแข็งแกร่งในการต่อสู้กับปีศาจร้ายมาจากความเชื่อศรัทธาในเทพธิดา{nl}หากคุณต้องการที่จะกลายเป็นหนึ่งในพวกเรา คุณจะต้องพิสูจน์ความแข็งแกร่งของคุณเพื่อบ่งบอกความเชื่อของคุณ
QUEST_LV_0100_20151224_012896	Good. Now shall we put you to the test?{nl}Report back after you've dealt with all of the monsters at Feretory Hills.	เยี่ยม ตอนนี้เราควรจะให้คุณไปทดสอบ?{nl}รายงานกลับมาหลังจากที่คุณได้จัดการกับของมอนสเตอร์ทั้งหมดที่ Feretory Hills
QUEST_LV_0100_20151224_012897	We Paladins are always on front lines of the fight with demons.{nl}You won't be able to stay alive for long if you are not skilled even if you do have a rightous heart.	เรา Paladins อยู่ในแนวหน้าของการต่อสู้กับปีศาจเสมอ{nl}คุณจะไม่สามารถที่จะมีชีวิตอยู่ได้นานถ้าคุณจะไม่ความสามารถ แม้ว่าคุณจะมีหัวใจที่ถูกต้อง
QUEST_LV_0100_20151224_012898	You've done better than any of my expectations.{nl}Now vow to fight for the goddesses as a paladin for your faith and justice.	คุณได้ทำดีกว่าที่ฉันคาดหวังของฉัน{nl}ตอนนี้ให้คำมั่นว่าจะต่อสู้เพื่อเทพธิดาเป็น Paladin ด้วยความศรัทธาและความยุติธรรมของคุณ
QUEST_LV_0100_20151224_012899	"Are you planning on passing through Delmore Castle?{nl}If you do, I suggest turning around immediately.{nl}"	"คุณกำลังวางแผนในการผ่านปราสาท Delmore?{nl}ถ้าคุณทำ, ฉันขอแนะนำให้หันกลับมาทันที{nl}"
QUEST_LV_0100_20151224_012900	This is a place that has become a den of demons because of the lord of the castle.{nl}We have gathered here... because he is once more attempting to do the same horrible deeds.	นี่คือสถานที่ที่ได้กลายเป็นที่ซ่องสุมของปีศาจเพราะลอร์ดของปราสาท{nl}เราถูกรวบรวมมาที่นี่... เพราะเขาพยายามจะทำการกระทำที่น่ากลัวอีกครั้งหนึ่ง
QUEST_LV_0100_20151224_012901	Never... Never again shall we allow the same thing to happen.{nl}I am ashamed of myself... but if this can be any form of retribution...{nl}	ไม่... เราจะไม่ยอมให้มันเกิดขึ้นอีกครั้ง{nl}ฉันละอายใจตัวเอง...แต่ถ้านี้จะมีรูปแบบใด ๆ ของผลกรรม ...
QUEST_LV_0100_20151224_012902	This is a place that has become a den of demons because of the lord of the castle.{nl}We should have discovered the true identity of the Kruvina earlier...{nl}	นี่คือสถานที่ที่ได้กลายเป็นที่ซ่องสุมของปีศาจเพราะเจ้าของปราสาท{nl}เราควรจะได้ค้นพบตัวตนที่แท้จริงของ Kruvina ก่อนหน้านี้...{nl}
QUEST_LV_0100_20151224_012903	"Maybe if you were a Revelator...{nl}Anyway, I've warned you enough so you should return to where it's safe."	บางทีถ้าคุณเป็น Revelator...{nl}อย่างไรก็ตามฉันเตือนคุณแล้วดังนั้นคุณควรกลับไปยังที่ที่มันปลอดภัย
QUEST_LV_0100_20151224_012904	You're a Revelator as well?{nl}Hmm... If that's true...{nl}	คุณเป็นผู้เปิดเผยด้วยใช่ไหม?{nl}หืม...  ถ้าเป็นจริง...{nl}
QUEST_LV_0100_20151224_012905	"We've gathered here to stop Delmore Rephaim, the lord of Delmore Castle.{nl}All because he's trying to create another Kruvina.{nl}"	"เราได้รวบรวมที่นี่เพื่อหยุด Delmore Rephaim, ลอร์ดแห่งปราสาท Delmore ได้{nl}ทั้งหมดเป็นเพราะเขาพยายามที่จะสร้าง Kruvina ขึ้นอีก{nl}"
QUEST_LV_0100_20151224_012906	"Oh, do you know about the Kruvina?{nl}The demon's plan to use the spores of death to invade Orsha...{nl}"	"โอ้, คุณรู้เกี่ยวกับ Kruvina ไหม?{nl}แผนของปีศาจที่จะใช้สปอร์แห่งความตายที่จะบุก Orsha...{nl}"
QUEST_LV_0100_20151224_012907	The Kruvina crafted by Delmore Rephaim is the center piece of that plan...{nl}Which can also exhibit tremendous strength depending on how it is used.{nl}	Kruvina สร้างขึ้นโดย Delmore Rephaim เป็นชิ้นศูนย์กลางของแผนการนั้น ...{nl}ที่ซึ่งยังสามารถแสดงความแข็งแรงมากขึ้นอยู่กับวิธีการที่จะใช้{nl}
QUEST_LV_0100_20151224_012908	Delmore Rephaim was once a revered lord and established alchemist...{nl}But he touched upon forbidden alchemy by conspiring with the demons. {nl}	Delmore Rephaim ครั้งหนึ่งเคยเป็นลอร์ดที่น่าเคารพนับถือและเริ่มต้นเป็นนักเล่นแร่แปรธาตุ...{nl}แต่เขาสัมผัสกับการเล่นแร่แปรธาตุต้องห้ามโดยการร่วมมือกับปีศาจ {nl}
QUEST_LV_0100_20151224_012909	That's how the pinnacle of demon magic and human technology was created.{nl}That creation is known as the Kruvina.	นั่นเป็นวิธีที่จุดสุดยอดของเวทมนตร์ปีศาจและเทคโนโลยีของมนุษย์ที่ถูกสร้างขึ้น{nl}การสร้างที่เป็นที่รู้จักกันเป็น Kruvina
QUEST_LV_0100_20151224_012910	"I was once a mage under Delmore Rephaim as well.{nl}But I ran after seeing him create the Kruvina, which simply made me feel sick.{nl}"	ฉันเคยผู้วิเศษภายใต้ Delmore Rephaim เช่นกัน{nl}แต่ฉันหนีออกมาหลังจากที่ได้เห็นเขาสร้าง Kruvina ที่ซึ่งก็ทำให้ฉันรู้สึกไม่สบาย{nl}
QUEST_LV_0100_20151224_012911	I should have stopped its creation... But I was a coward back then.{nl}Delmore Rephaim is trying to build that Kruvina once more.{nl}	ฉันควรจะหยุดการสร้างนั่น... แต่ฉันเป็นคนขี้ขลาดตาขาว{nl}Delmore Rephaim พยายามที่จะสร้างที่ Kruvina อีกครั้ง{nl}
QUEST_LV_0100_20151224_012912	Such terrible events... must not be allowed to happen again.{nl}That's why we've gathered the Revelators from Klaipeda and brought them here.{nl}	เหตุการณ์ดังกล่าวน่ากลัว...จะต้องไม่ให้เกิดขึ้นอีกครั้ง{nl}นั่นเป็นเหตุผลที่เราได้รวบรวม Revelator จาก Klaipeda และนำพวกเขามาที่นี่{nl}
QUEST_LV_0100_20151224_012913	I'd say the more the merrier.{nl}How about lending a hand in stopping him since you're a Revelator as well?	ฉันพูดมากขึ้นยิ่งเพลิดเพลิน{nl}เกี่ยวกับการให้ความร่วมมือในการหยุดเขา เมื่อคุณเป็น Revelator เช่นกัน?
QUEST_LV_0100_20151224_012914	"It's a relief to have your cooperation.{nl}Oh, we were just about to destroy the Magic Power Supply Devices {nl}supplying the Kruvina Devices with power.{nl}"	"มันเป็นความโล่งใจที่จะได้ความร่วมมือของคุณ{nl}โอ้, เราเป็นเพียงเกี่ยวกับการทำลายอุปกรณ์ Magic Power Supply{nl}จัดหาอุปกรณ์สำหรับ Kruvina ด้วยพลัง{nl}"
QUEST_LV_0100_20151224_012915	The device is protected by a powerful protection spell...{nl}They've cast it on ordinary items to obscure the spell.{nl}	อุปกรณ์ที่มีการป้องกันโดยคาถาป้องกันที่มีประสิทธิภาพ...{nl}พวกเขาโยนไอเทมทั่วไปเพื่อปิดบังการสะกด
QUEST_LV_0100_20151224_012916	"I'll mark the places where I predict they may be, so take this compass with you.{nl}It's a compass that reacts to magic, so I'm sure it'll react to the spells."	"ฉันจะทำเครื่องหมายสถานที่ที่ฉันทำนายว่าพวกเขาจะอยู่, ดังนั้นนำเข็มทิศนี้ไปกับคุณ{nl}มันเป็นเข็มทิศที่ทำปฏิกิริยากับเวทมนตร์, ดังนั้นฉันแน่ใจว่ามันจะตอบสนองต่อคาถา"
QUEST_LV_0100_20151224_012917	Delmore Rephaim had great ambitions.{nl}It would have been much better if that was merely a lust for power...	Delmore Rephaim มีความทะเยอทะยานที่ที่ยิ่งใหญ่{nl}มันจะได้รับที่ดีกว่าถ้านั่นเป็นเพียงความปรารถนาอำนาจ ...
QUEST_LV_0100_20151224_012918	Above Amjene Sanctum and... Hmm. I see. Good job. {nl}	ดังกล่าวข้างต้น Amjene Sanctum และ... ฮืม ฉันรู้ ดีมาก {nl}
QUEST_LV_0100_20151224_012919	"To sustain such an enormous magic circle, Delmore Rephaim...{nl}He placed numerous Magic Power Supply Devices {nl}around the castle as well as at the Kruvina Device.{nl}"	เพื่อรักษาวงกลมเวทมนตร์ของ Delmore Rephaim...{nl}เขาวางแหล่งพลังงานเวทมนตร์{nl}รอบปราสาทเช่นเดียวกับที่อุบายของ Kruvina{nl}
QUEST_LV_0100_20151224_012920	"Creating a large magic circle by oneself is simply impossible, no matter how talented you are.{nl}"	การสร้างวงกลมเวทมนตร์ขนาดใหญ่ด้วยตัวเองมันเป็นไปไม่ได้ ไม่ว่าคุณจะมีความสามารถแคไหน{nl}
QUEST_LV_0100_20151224_012921	"Oh, I see some introductions are in order. {nl}The person next to me is Revelator Mihail.{nl}"	"โอ้, ฉันเห็นเปิดตัวอย่างเป็นลำดับ {nl}คนถัดไปจากฉันเป็น Revelator Mihail{nl}"
QUEST_LV_0100_20151224_012922	I'm a Revelator just like you.{nl}How about talking to Mihail while I interpret the protection spells?	ฉันเป็น Revelator เช่นเดียวกับคุณ{nl}ลองคุยกับ Mihail ในขณะที่ฉันแปลคาถาป้องกัน?
QUEST_LV_0100_20151224_012923	"Impressive.{nl}I've searched for protection spell as well, but I wasn't that fast."	น่าประทับใจ{nl}ฉันได้ค้นหาคาถาป้องกันเช่นกัน แต่ฉันว่ามันไม่เร็วพอ
